@relation 'CTU-Honeypot-Capture-5-1-labeled-weka.filters.unsupervised.attribute.Remove-R1-6,8-weka.filters.unsupervised.attribute.Remove-R6-7,14,16'

@attribute proto {udp,tcp,icmp}
@attribute duration numeric
@attribute orig_bytes numeric
@attribute resp_bytes numeric
@attribute conn_state {S0,SF,RSTO,OTH,SHR,RSTR,S3,SH,S1,RSTRH}
@attribute missed_bytes numeric
@attribute history {D,ShADafF,ShAFf,Dd,ShADadRRR,ShADadFf,ShADadfF,ShADadftF,^d,ShADadr,ShADadfr,ShADadf,F,DRr,ShADad,ShADadttWWtf,ShAFaf,ShADadfFr,ShADadtf,DadA,DdA,ShADadfRr,ShADadRf,ShADadtfRr,ShAFfa,ShADadtftr,^r,ShAaDdFf,ShADadFfRR,DdAtfFa,ShADadtFRfR,ShADadft,D^}
@attribute orig_pkts numeric
@attribute orig_ip_bytes numeric
@attribute resp_pkts numeric
@attribute resp_ip_bytes numeric
@attribute label {benign}

@data
tcp,?,?,?,SH,0,F,1,40,0,0,benign
tcp,0.275087,135,238,SF,0,ShADafF,4,315,4,406,benign
tcp,0.288113,157,371,SF,0,ShADafF,4,337,4,539,benign
tcp,?,?,?,SH,0,F,1,40,0,0,benign
udp,0.011098,40,56,SF,0,Dd,1,68,1,84,benign
udp,0.011173,40,56,SF,0,Dd,1,68,1,84,benign
tcp,?,?,?,SH,0,F,1,40,0,0,benign
tcp,?,?,?,SH,0,F,1,40,0,0,benign
icmp,0.014213,560,560,OTH,0,?,10,840,10,840,benign
udp,?,?,?,S0,0,D,1,76,0,0,benign
udp,?,?,?,S0,0,D,1,76,0,0,benign
tcp,0.116098,53,0,RSTR,0,DRr,2,133,1,40,benign
udp,60.233848,3000,0,S0,0,D,10,3280,0,0,benign
udp,0.018503,46,62,SF,0,Dd,1,74,1,90,benign
tcp,?,?,?,SH,0,F,1,40,0,0,benign
udp,59.204685,3000,0,S0,0,D,10,3280,0,0,benign
tcp,0.305297,0,0,SF,0,ShAFf,4,216,2,112,benign
tcp,0.244991,0,0,SF,0,ShAFf,4,216,2,112,benign
tcp,300.533946,146,775,SF,0,ShADadfF,11,606,5,987,benign
tcp,0.24192,0,0,SF,0,ShAFf,4,216,2,112,benign
udp,0.01339,43,111,SF,0,Dd,1,71,1,139,benign
tcp,?,?,?,SH,0,F,1,40,0,0,benign
tcp,0.234644,157,371,SF,0,ShADafF,4,337,4,539,benign
tcp,0.243804,135,238,SF,0,ShADafF,4,315,4,406,benign
tcp,?,?,?,SH,0,F,1,40,0,0,benign
udp,0.050688,40,56,SF,0,Dd,1,68,1,84,benign
udp,0.047712,40,56,SF,0,Dd,1,68,1,84,benign
tcp,?,?,?,SH,0,F,1,40,0,0,benign
udp,59.994427,3000,0,S0,0,D,10,3280,0,0,benign
tcp,?,?,?,SH,0,F,1,40,0,0,benign
icmp,0.014001,560,560,OTH,0,?,10,840,10,840,benign
udp,?,?,?,S0,0,D,1,76,0,0,benign
udp,?,?,?,S0,0,D,1,76,0,0,benign
tcp,0.162787,241,92,OTH,0,DdA,2,321,1,132,benign
tcp,300.108955,6164,4865,SF,0,ShADadfFr,22,7088,19,6081,benign
tcp,?,?,?,SH,0,F,1,40,0,0,benign
udp,0.018964,46,62,SF,0,Dd,1,74,1,90,benign
tcp,27.78672,4773,4865,RSTR,0,ShADadfr,19,5577,19,6081,benign
udp,59.327649,3000,0,S0,0,D,10,3280,0,0,benign
udp,7.007161,804,0,S0,0,D,4,916,0,0,benign
udp,7.00717,804,0,S0,0,D,4,916,0,0,benign
udp,7.007171,804,0,S0,0,D,4,996,0,0,benign
udp,59.1462,3000,0,S0,0,D,10,3280,0,0,benign
tcp,0.234259,0,0,SF,0,ShAFf,4,216,2,112,benign
tcp,0.239786,0,0,SF,0,ShAFf,4,216,2,112,benign
tcp,300.474278,146,775,SF,0,ShADadfF,11,606,5,987,benign
tcp,0.241885,0,0,SF,0,ShAFf,4,216,2,112,benign
udp,0.023676,43,111,SF,0,Dd,1,71,1,139,benign
udp,0.011557,36,68,SF,0,Dd,1,64,1,96,benign
udp,0.003121,36,68,SF,0,Dd,1,64,1,96,benign
tcp,?,?,?,SH,0,F,1,40,0,0,benign
tcp,0.235654,135,238,SF,0,ShADafF,4,315,4,406,benign
tcp,0.246422,157,371,SF,0,ShADafF,4,337,4,539,benign
tcp,?,?,?,SH,0,F,1,40,0,0,benign
udp,0.012283,40,56,SF,0,Dd,1,68,1,84,benign
udp,0.010412,40,56,SF,0,Dd,1,68,1,84,benign
tcp,?,?,?,SH,0,F,1,40,0,0,benign
tcp,?,?,?,SH,0,F,1,40,0,0,benign
icmp,0.018164,560,560,OTH,0,?,10,840,10,840,benign
udp,?,?,?,S0,0,D,1,76,0,0,benign
udp,?,?,?,S0,0,D,1,76,0,0,benign
tcp,?,?,?,SH,0,F,1,40,0,0,benign
udp,58.111737,3000,0,S0,0,D,10,3280,0,0,benign
udp,0.012046,46,62,SF,0,Dd,1,74,1,90,benign
tcp,58.276957,5983,4865,RSTR,0,ShADadfr,20,6827,18,6041,benign
udp,59.843658,3000,0,S0,0,D,10,3280,0,0,benign
tcp,0.238507,0,0,SF,0,ShAFf,4,216,2,112,benign
tcp,0.241418,0,0,SF,0,ShAFf,4,216,2,112,benign
tcp,300.426372,146,775,SF,0,ShADadfF,11,606,5,987,benign
tcp,0.234004,0,0,SF,0,ShAFf,4,216,2,112,benign
udp,0.01082,43,111,SF,0,Dd,1,71,1,139,benign
tcp,?,?,?,SH,0,F,1,40,0,0,benign
tcp,0.234174,157,371,SF,0,ShADafF,4,337,4,539,benign
tcp,?,?,?,SH,0,F,1,40,0,0,benign
udp,0.010317,40,56,SF,0,Dd,1,68,1,84,benign
tcp,?,?,?,SH,0,F,1,40,0,0,benign
tcp,?,?,?,SH,0,F,1,40,0,0,benign
icmp,0.009561,560,560,OTH,0,?,10,840,10,840,benign
udp,0.189072,48,48,SF,0,Dd,1,76,1,76,benign
udp,?,?,?,S0,0,D,1,76,0,0,benign
udp,60.43871,3000,0,S0,0,D,10,3280,0,0,benign
tcp,?,?,?,SH,0,F,1,40,0,0,benign
udp,59.759115,3000,0,S0,0,D,10,3280,0,0,benign
udp,0.010992,46,62,SF,0,Dd,1,74,1,90,benign
tcp,0.239427,0,0,SF,0,ShAFf,4,216,2,112,benign
tcp,0.240395,0,0,SF,0,ShAFf,4,216,2,112,benign
tcp,300.486431,146,775,SF,0,ShADadfF,11,606,5,987,benign
tcp,0.242201,0,0,SF,0,ShAFf,4,216,2,112,benign
udp,0.03056,43,111,SF,0,Dd,1,71,1,139,benign
tcp,?,?,?,SH,0,F,1,40,0,0,benign
tcp,?,?,?,SH,0,F,1,40,0,0,benign
tcp,?,?,?,SH,0,F,1,40,0,0,benign
udp,59.425532,3000,0,S0,0,D,10,3280,0,0,benign
tcp,?,?,?,SH,0,F,1,40,0,0,benign
tcp,63.445547,3669,4865,RSTR,0,ShADadfr,18,4433,17,6001,benign
icmp,0.015335,560,560,OTH,0,?,10,840,10,840,benign
udp,0.187485,48,48,SF,0,Dd,1,76,1,76,benign
udp,0.190066,48,48,SF,0,Dd,1,76,1,76,benign
tcp,?,?,?,SH,0,F,1,40,0,0,benign
udp,60.110865,3000,0,S0,0,D,10,3280,0,0,benign
udp,7.007755,1087,0,S0,0,D,6,1255,0,0,benign
udp,7.007896,1216,0,S0,0,D,6,1384,0,0,benign
udp,7.007733,1087,0,S0,0,D,6,1375,0,0,benign
udp,59.46025,3000,0,S0,0,D,10,3280,0,0,benign
tcp,0.259527,0,0,SF,0,ShAFf,4,216,2,112,benign
tcp,0.252768,0,0,SF,0,ShAFf,4,216,2,112,benign
tcp,300.490513,146,775,SF,0,ShADadfF,12,658,6,1027,benign
tcp,0.245769,0,0,SF,0,ShAFf,4,216,2,112,benign
udp,0.014092,43,111,SF,0,Dd,1,71,1,139,benign
udp,0.018744,36,68,SF,0,Dd,1,64,1,96,benign
udp,0.005166,36,68,SF,0,Dd,1,64,1,96,benign
tcp,?,?,?,SH,0,F,1,40,0,0,benign
tcp,0.241575,135,238,SF,0,ShADafF,4,315,4,406,benign
tcp,0.242519,157,371,SF,0,ShADafF,4,337,4,539,benign
tcp,?,?,?,SH,0,F,1,40,0,0,benign
udp,0.011302,40,56,SF,0,Dd,1,68,1,84,benign
tcp,?,?,?,SH,0,F,1,40,0,0,benign
tcp,?,?,?,SH,0,F,1,40,0,0,benign
icmp,0.015422,560,560,OTH,0,?,10,840,10,840,benign
udp,?,?,?,S0,0,D,1,76,0,0,benign
udp,?,?,?,S0,0,D,1,76,0,0,benign
tcp,?,?,?,SH,0,F,1,40,0,0,benign
udp,59.346187,3000,0,S0,0,D,10,3280,0,0,benign
tcp,0.117275,259,110,OTH,0,DdA,2,339,1,150,benign
udp,58.570407,3000,0,S0,0,D,10,3280,0,0,benign
tcp,23.416857,146,775,S3,0,ShADadf,6,406,5,987,benign
tcp,0.120302,241,92,OTH,0,DdA,2,321,1,132,benign
tcp,0.03208,0,0,SF,0,ShAFf,4,216,2,112,benign
tcp,0.230564,135,238,SF,0,ShADafF,4,315,4,406,benign
tcp,2.223281,2715,3769,SF,0,ShADadFf,14,3295,10,4177,benign
udp,0.012546,43,111,SF,0,Dd,1,71,1,139,benign
udp,0.010488,40,104,SF,0,Dd,1,68,1,132,benign
udp,0.000877,36,68,SF,0,Dd,1,64,1,96,benign
udp,0.116093,40,56,SF,0,Dd,1,68,1,84,benign
udp,0.011365,47,111,SF,0,Dd,1,75,1,139,benign
udp,0.125901,38,54,SF,0,Dd,1,66,1,82,benign
udp,0.010835,37,53,SF,0,Dd,1,65,1,81,benign
udp,0.017181,37,53,SF,0,Dd,1,65,1,81,benign
tcp,0.243467,157,371,SF,0,ShADafF,4,337,4,539,benign
udp,3.817188,1176,0,S0,0,D,6,1344,0,0,benign
udp,0.016538,64,128,SF,0,Dd,1,92,1,156,benign
tcp,0.083062,529,170,SF,0,ShADadfF,5,797,5,438,benign
udp,0.013589,38,87,SF,0,Dd,1,66,1,115,benign
udp,0.011973,48,64,SF,0,Dd,1,76,1,92,benign
udp,0.044247,40,56,SF,0,Dd,1,68,1,84,benign
udp,0.014861,41,57,SF,0,Dd,1,69,1,85,benign
udp,0.055597,44,82,SF,0,Dd,1,72,1,110,benign
tcp,0.097178,523,170,SF,0,ShADadfF,5,791,5,438,benign
tcp,6388.007327,2886842,2064522,RSTR,0,ShADadtftr,7968,3207031,7186,2362011,benign
icmp,?,?,?,OTH,0,?,1,64,0,0,benign
udp,15.753725,844,0,S0,0,D,8,1228,0,0,benign
udp,15.755765,1738,0,S0,0,D,14,2130,0,0,benign
udp,0.008004,0,600,SHR,0,^d,0,0,2,656,benign
icmp,0.914822,40,0,OTH,0,?,2,152,0,0,benign
udp,0.01111,48,48,SF,0,Dd,1,76,1,76,benign
udp,0.012144,48,48,SF,0,Dd,1,76,1,76,benign
udp,?,?,?,S0,0,D,1,76,0,0,benign
icmp,0.022224,560,560,OTH,0,?,10,840,10,840,benign
udp,0.024604,36,143,SF,0,Dd,1,64,1,171,benign
udp,?,?,?,S0,0,D,1,76,0,0,benign
udp,0.027006,32,48,SF,0,Dd,1,60,1,76,benign
udp,0.011705,46,62,SF,0,Dd,1,74,1,90,benign
udp,0.013167,47,111,SF,0,Dd,1,75,1,139,benign
icmp,8.018167,24,0,OTH,0,?,3,168,0,0,benign
udp,?,?,?,S0,0,D,1,117,0,0,benign
udp,?,?,?,S0,0,D,1,137,0,0,benign
tcp,36.634307,1149,5729,RSTR,0,ShADadfr,14,1729,14,6297,benign
tcp,37.038438,1076,5760,RSTR,0,ShADadfr,14,1656,14,6328,benign
tcp,36.257362,1042,5861,RSTR,0,ShADadfr,13,1582,14,6429,benign
tcp,36.587444,1104,5870,RSTR,0,ShADadfr,14,1684,14,6438,benign
tcp,29.93652,348,958,SF,0,ShADadFf,8,772,5,1226,benign
tcp,28.149607,185,464,SF,0,ShADadFf,6,505,4,680,benign
icmp,28.470004,80,0,OTH,0,?,4,304,0,0,benign
tcp,64.591999,2708,5463,RSTR,0,ShADadr,13,3248,11,5911,benign
udp,?,?,?,S0,0,D,1,117,0,0,benign
udp,?,?,?,S0,0,D,1,137,0,0,benign
tcp,63.75835,7380,5013,RSTR,0,ShADadr,16,8040,14,5585,benign
udp,188.26218,6603,0,S0,0,D,22,7219,0,0,benign
udp,?,?,?,S0,0,D,1,117,0,0,benign
udp,?,?,?,S0,0,D,1,137,0,0,benign
tcp,149.162362,2868,4972,RSTR,0,ShADadr,13,3408,11,5420,benign
tcp,163.563015,1642,5379,RSTR,0,ShADadr,11,2102,10,5787,benign
udp,58.665859,3000,0,S0,0,D,10,3280,0,0,benign
tcp,244.752221,213789,5663,SF,0,ShADadfFr,185,221257,99,10217,benign
tcp,244.629602,114066,5929,SF,0,ShADadfFr,115,118734,65,9123,benign
tcp,1.243981,3476,5452,S1,0,ShADad,20,4332,17,7171,benign
tcp,0.061737,0,0,SF,0,ShAFf,4,216,2,112,benign
tcp,300.424791,438,1550,SF,0,ShADadfFr,13,1002,10,2800,benign
udp,0.017453,46,62,SF,0,Dd,1,74,1,90,benign
udp,0.109057,47,111,SF,0,Dd,1,75,1,139,benign
udp,0.01418,43,111,SF,0,Dd,1,71,1,139,benign
tcp,0.239853,157,371,SF,0,ShADafF,4,337,4,539,benign
tcp,0.247687,135,238,SF,0,ShADafF,4,315,4,406,benign
udp,0.021168,40,56,SF,0,Dd,1,68,1,84,benign
udp,0.017781,40,56,SF,0,Dd,1,68,1,84,benign
icmp,0.052603,560,560,OTH,0,?,10,840,10,840,benign
udp,?,?,?,S0,0,D,1,76,0,0,benign
udp,?,?,?,S0,0,D,1,76,0,0,benign
udp,0.010684,37,53,SF,0,Dd,1,65,1,81,benign
udp,59.603969,3000,0,S0,0,D,10,3280,0,0,benign
tcp,120.393625,829,5896,S3,0,ShADadf,13,1513,11,6476,benign
tcp,120.115379,191,189440,S3,0,ShADadf,139,7427,138,196624,benign
udp,7.009897,804,0,S0,0,D,4,916,0,0,benign
udp,7.009963,804,0,S0,0,D,4,916,0,0,benign
udp,7.009973,804,0,S0,0,D,4,996,0,0,benign
udp,60.081401,3000,0,S0,0,D,10,3280,0,0,benign
tcp,299.950757,11118,4865,SF,0,ShADadfFr,26,12202,21,6161,benign
tcp,300.199148,292,775,SF,0,ShADadfFr,8,632,6,1027,benign
tcp,0.091211,0,0,SF,0,ShAFf,4,216,2,112,benign
udp,0.018047,46,62,SF,0,Dd,1,74,1,90,benign
udp,0.011923,47,111,SF,0,Dd,1,75,1,139,benign
udp,0.04129,43,111,SF,0,Dd,1,71,1,139,benign
udp,0.019091,36,68,SF,0,Dd,1,64,1,96,benign
udp,0.01497,36,68,SF,0,Dd,1,64,1,96,benign
tcp,0.226669,157,371,SF,0,ShADafF,4,337,4,539,benign
tcp,0.236575,135,238,SF,0,ShADafF,4,315,4,406,benign
udp,0.011717,40,56,SF,0,Dd,1,68,1,84,benign
tcp,31.559329,3733,4865,RSTR,0,ShADadfr,17,4457,17,6001,benign
tcp,1.030697,3219,5271,S1,0,ShADad,18,3995,15,6910,benign
icmp,0.054643,560,560,OTH,0,?,10,840,10,840,benign
udp,?,?,?,S0,0,D,1,76,0,0,benign
udp,?,?,?,S0,0,D,1,76,0,0,benign
udp,58.13351,3000,0,S0,0,D,10,3280,0,0,benign
udp,60.46928,3000,0,S0,0,D,10,3280,0,0,benign
tcp,300.082176,292,775,SF,0,ShADadfFr,9,684,7,1486,benign
tcp,0.027048,0,0,SF,0,ShAFf,4,216,2,112,benign
udp,0.01256,47,111,SF,0,Dd,1,75,1,139,benign
udp,0.016586,43,111,SF,0,Dd,1,71,1,139,benign
tcp,0.234681,157,371,SF,0,ShADafF,4,337,4,539,benign
tcp,0.245195,135,238,SF,0,ShADafF,4,315,4,406,benign
udp,0.011012,40,56,SF,0,Dd,1,68,1,84,benign
udp,0.010147,40,56,SF,0,Dd,1,68,1,84,benign
udp,59.415056,3000,0,S0,0,D,10,3280,0,0,benign
icmp,0.032394,560,560,OTH,0,?,10,840,10,840,benign
udp,?,?,?,S0,0,D,1,76,0,0,benign
udp,?,?,?,S0,0,D,1,76,0,0,benign
udp,0.01133,46,62,SF,0,Dd,1,74,1,90,benign
tcp,55.43204,3733,4865,RSTR,0,ShADadfr,17,4445,16,5892,benign
udp,57.935777,3000,0,S0,0,D,10,3280,0,0,benign
udp,59.881633,3000,0,S0,0,D,10,3280,0,0,benign
tcp,0.023392,0,0,SF,0,ShAFf,4,216,2,112,benign
tcp,300.187406,292,775,SF,0,ShADadfFr,8,632,6,1027,benign
udp,0.014126,47,111,SF,0,Dd,1,75,1,139,benign
udp,0.011145,43,111,SF,0,Dd,1,71,1,139,benign
tcp,0.262378,157,371,SF,0,ShADafF,4,337,4,539,benign
tcp,0.288489,135,238,SF,0,ShADafF,4,315,4,406,benign
udp,0.010576,40,56,SF,0,Dd,1,68,1,84,benign
udp,0.004213,40,56,SF,0,Dd,1,68,1,84,benign
icmp,0.036349,560,560,OTH,0,?,10,840,10,840,benign
udp,?,?,?,S0,0,D,1,76,0,0,benign
udp,?,?,?,S0,0,D,1,76,0,0,benign
udp,59.823644,3000,0,S0,0,D,10,3280,0,0,benign
tcp,?,?,?,RSTRH,0,^r,0,0,1,40,benign
udp,7.009967,804,0,S0,0,D,4,916,0,0,benign
udp,7.00998,804,0,S0,0,D,4,916,0,0,benign
udp,7.009871,804,0,S0,0,D,4,996,0,0,benign
udp,58.575428,3000,0,S0,0,D,10,3280,0,0,benign
tcp,300.106402,292,775,SF,0,ShADadfFr,9,684,7,1486,benign
tcp,0.03849,0,0,SF,0,ShAFf,4,216,2,112,benign
udp,0.012307,47,111,SF,0,Dd,1,75,1,139,benign
udp,0.014053,43,111,SF,0,Dd,1,71,1,139,benign
udp,0.014127,36,68,SF,0,Dd,1,64,1,96,benign
udp,0.014263,36,68,SF,0,Dd,1,64,1,96,benign
tcp,0.230592,157,371,SF,0,ShADafF,4,337,4,539,benign
tcp,0.293281,135,238,SF,0,ShADafF,4,315,4,406,benign
udp,0.012368,40,56,SF,0,Dd,1,68,1,84,benign
udp,0.012445,40,56,SF,0,Dd,1,68,1,84,benign
tcp,?,?,?,RSTRH,0,^r,0,0,1,40,benign
udp,?,?,?,S0,0,D,1,465,0,0,benign
udp,?,?,?,S0,0,D,1,485,0,0,benign
udp,?,?,?,S0,0,D,1,489,0,0,benign
icmp,0.022117,560,560,OTH,0,?,10,840,10,840,benign
udp,?,?,?,S0,0,D,1,76,0,0,benign
udp,?,?,?,S0,0,D,1,76,0,0,benign
udp,59.340744,3000,0,S0,0,D,10,3280,0,0,benign
tcp,0.865747,1339,6224,SF,0,ShAaDdFf,14,1919,13,6752,benign
tcp,1.020453,1101,62349,SF,0,ShADadFfRR,48,3041,55,64561,benign
udp,0.010326,37,53,SF,0,Dd,1,65,1,81,benign
udp,0.02152,58,95,SF,0,Dd,1,86,1,123,benign
udp,61.801175,3000,0,S0,0,D,10,3280,0,0,benign
udp,0.010318,46,62,SF,0,Dd,1,74,1,90,benign
tcp,300.156364,292,775,SF,0,ShADadfFr,8,632,6,1027,benign
tcp,0.02726,0,0,SF,0,ShAFf,4,216,2,112,benign
udp,0.011592,47,111,SF,0,Dd,1,75,1,139,benign
udp,0.020788,43,111,SF,0,Dd,1,71,1,139,benign
tcp,0.244039,157,371,SF,0,ShADafF,5,377,4,539,benign
tcp,0.247484,135,238,SF,0,ShADafF,5,355,4,406,benign
udp,0.011135,40,56,SF,0,Dd,1,68,1,84,benign
udp,0.000468,40,56,SF,0,Dd,1,68,1,84,benign
udp,58.820569,3000,0,S0,0,D,10,3280,0,0,benign
tcp,0.119469,241,92,OTH,0,DdA,2,321,1,132,benign
icmp,0.030387,560,560,OTH,0,?,10,840,10,840,benign
udp,?,?,?,S0,0,D,1,76,0,0,benign
udp,?,?,?,S0,0,D,1,76,0,0,benign
udp,59.87721,3000,0,S0,0,D,10,3280,0,0,benign
tcp,8.694724,3925,4865,S3,0,ShADadf,18,4689,16,5961,benign
udp,59.41826,3000,0,S0,0,D,10,3280,0,0,benign
tcp,300.137898,292,775,SF,0,ShADadfFr,8,632,6,1027,benign
tcp,0.030637,0,0,SF,0,ShAFf,4,216,2,112,benign
udp,0.014608,47,111,SF,0,Dd,1,75,1,139,benign
udp,0.020046,43,111,SF,0,Dd,1,71,1,139,benign
tcp,0.244767,157,371,SF,0,ShADafF,4,337,4,539,benign
tcp,0.260684,135,238,SF,0,ShADafF,4,315,4,406,benign
udp,0.011939,40,56,SF,0,Dd,1,68,1,84,benign
icmp,0.015275,560,560,OTH,0,?,10,840,10,840,benign
udp,?,?,?,S0,0,D,1,76,0,0,benign
udp,?,?,?,S0,0,D,1,76,0,0,benign
udp,57.247571,3000,0,S0,0,D,10,3280,0,0,benign
tcp,0.120829,259,110,OTH,0,DadA,2,339,2,190,benign
udp,60.485807,3000,0,S0,0,D,10,3280,0,0,benign
udp,7.009518,804,0,S0,0,D,4,996,0,0,benign
udp,7.009599,804,0,S0,0,D,4,916,0,0,benign
udp,7.009447,804,0,S0,0,D,4,916,0,0,benign
tcp,0.02232,0,0,SF,0,ShAFf,4,216,2,112,benign
tcp,300.15963,292,775,SF,0,ShADadfFr,8,632,6,1027,benign
udp,0.010982,47,111,SF,0,Dd,1,75,1,139,benign
udp,0.010455,43,111,SF,0,Dd,1,71,1,139,benign
udp,0.015088,36,68,SF,0,Dd,1,64,1,96,benign
udp,0.014735,36,68,SF,0,Dd,1,64,1,96,benign
tcp,0.297208,157,371,SF,0,ShADafF,4,337,4,539,benign
tcp,0.267357,135,238,SF,0,ShADafF,4,315,4,406,benign
udp,0.012469,40,56,SF,0,Dd,1,68,1,84,benign
udp,0.012544,40,56,SF,0,Dd,1,68,1,84,benign
icmp,0.019863,560,560,OTH,0,?,10,840,10,840,benign
udp,?,?,?,S0,0,D,1,76,0,0,benign
udp,?,?,?,S0,0,D,1,76,0,0,benign
udp,58.640176,3000,0,S0,0,D,10,3280,0,0,benign
udp,59.133941,3000,0,S0,0,D,10,3280,0,0,benign
tcp,0.108866,53,0,RSTR,0,DRr,2,133,1,40,benign
udp,0.013915,46,62,SF,0,Dd,1,74,1,90,benign
tcp,47.769808,5247,4865,RSTR,0,ShADadfr,18,6011,19,6081,benign
tcp,0.026819,0,0,SF,0,ShAFfa,5,268,4,228,benign
tcp,300.087594,292,775,SF,0,ShADadfFr,8,632,6,1027,benign
udp,0.012423,47,111,SF,0,Dd,1,75,1,139,benign
udp,0.016974,43,111,SF,0,Dd,1,71,1,139,benign
tcp,0.386166,135,238,SF,0,ShADafF,4,315,4,406,benign
tcp,0.364104,157,371,SF,0,ShADafF,4,337,4,539,benign
udp,58.435321,3000,0,S0,0,D,10,3280,0,0,benign
udp,0.015384,40,56,SF,0,Dd,1,68,1,84,benign
icmp,0.011259,560,560,OTH,0,?,10,840,10,840,benign
udp,?,?,?,S0,0,D,1,76,0,0,benign
udp,?,?,?,S0,0,D,1,76,0,0,benign
udp,59.527556,3000,0,S0,0,D,10,3280,0,0,benign
udp,0.01168,46,62,SF,0,Dd,1,74,1,90,benign
tcp,66.557389,4261,4865,RSTR,0,ShADadfr,17,4961,17,5553,benign
udp,58.941493,3000,0,S0,0,D,10,3280,0,0,benign
tcp,300.140121,292,775,SF,0,ShADadfFr,8,632,6,1027,benign
tcp,0.037164,0,0,SF,0,ShAFf,4,216,2,112,benign
udp,0.016347,47,111,SF,0,Dd,1,75,1,139,benign
udp,0.02467,43,111,SF,0,Dd,1,71,1,139,benign
tcp,0.236911,135,238,SF,0,ShADafF,4,315,4,406,benign
tcp,0.239707,157,371,SF,0,ShADafF,4,337,4,539,benign
udp,0.012039,40,56,SF,0,Dd,1,68,1,84,benign
udp,0.003952,40,56,SF,0,Dd,1,68,1,84,benign
icmp,0.038358,560,560,OTH,0,?,10,840,10,840,benign
udp,?,?,?,S0,0,D,1,76,0,0,benign
udp,?,?,?,S0,0,D,1,76,0,0,benign
udp,60.648468,3000,0,S0,0,D,10,3280,0,0,benign
udp,7.013786,1087,0,S0,0,D,6,1255,0,0,benign
udp,7.013791,1216,0,S0,0,D,6,1384,0,0,benign
udp,7.013681,1087,0,S0,0,D,6,1375,0,0,benign
udp,57.944399,3000,0,S0,0,D,10,3280,0,0,benign
tcp,300.134993,292,775,SF,0,ShADadfFr,9,684,7,1486,benign
tcp,0.026637,0,0,SF,0,ShAFf,4,216,2,112,benign
udp,0.01062,47,111,SF,0,Dd,1,75,1,139,benign
udp,0.012549,43,111,SF,0,Dd,1,71,1,139,benign
udp,0.010265,36,68,SF,0,Dd,1,64,1,96,benign
udp,0.005728,36,68,SF,0,Dd,1,64,1,96,benign
tcp,0.259778,135,238,SF,0,ShADafF,4,315,4,406,benign
udp,0.012262,40,56,SF,0,Dd,1,68,1,84,benign
udp,58.480505,3000,0,S0,0,D,10,3280,0,0,benign
icmp,0.014866,560,560,OTH,0,?,10,840,10,840,benign
udp,0.185756,48,48,SF,0,Dd,1,76,1,76,benign
udp,?,?,?,S0,0,D,1,76,0,0,benign
tcp,0.135293,241,92,OTH,0,DdA,2,321,1,132,benign
udp,0.009883,46,62,SF,0,Dd,1,74,1,90,benign
udp,58.842557,3000,0,S0,0,D,10,3280,0,0,benign
tcp,300.125669,292,775,SF,0,ShADadfFr,8,632,6,1027,benign
tcp,0.039,0,0,SF,0,ShAFf,4,216,2,112,benign
udp,58.72503,3000,0,S0,0,D,10,3280,0,0,benign
udp,0.014181,47,111,SF,0,Dd,1,75,1,139,benign
udp,0.015639,43,111,SF,0,Dd,1,71,1,139,benign
tcp,0.233887,157,371,SF,0,ShADafF,4,337,4,539,benign
udp,0.012176,40,56,SF,0,Dd,1,68,1,84,benign
icmp,0.031575,560,560,OTH,0,?,10,840,10,840,benign
udp,?,?,?,S0,0,D,1,76,0,0,benign
udp,0.190132,48,48,SF,0,Dd,1,76,1,76,benign
tcp,8.672614,3733,4865,S3,0,ShADadf,18,4497,16,5961,benign
tcp,0.365445,383,174,SF,0,DdAtfFa,7,675,5,374,benign
udp,59.755464,3000,0,S0,0,D,10,3280,0,0,benign
tcp,0.11665,53,0,RSTR,0,DRr,2,133,1,40,benign
udp,0.0124,46,62,SF,0,Dd,1,74,1,90,benign
udp,60.336176,3000,0,S0,0,D,10,3280,0,0,benign
tcp,300.132762,292,775,SF,0,ShADadfFr,8,632,6,1027,benign
tcp,0.025629,0,0,SF,0,ShAFf,4,216,2,112,benign
udp,0.013466,47,111,SF,0,Dd,1,75,1,139,benign
udp,0.032341,43,111,SF,0,Dd,1,71,1,139,benign
icmp,0.025885,560,560,OTH,0,?,10,840,10,840,benign
udp,0.181651,48,48,SF,0,Dd,1,76,1,76,benign
udp,0.180162,48,48,SF,0,Dd,1,76,1,76,benign
udp,59.663556,3000,0,S0,0,D,10,3280,0,0,benign
tcp,299.947499,4618,4865,SF,0,ShADadfFr,21,5502,20,6121,benign
udp,0.033153,46,62,SF,0,Dd,1,74,1,90,benign
udp,7.00806,804,0,S0,0,D,4,916,0,0,benign
udp,7.008045,804,0,S0,0,D,4,916,0,0,benign
udp,7.008036,804,0,S0,0,D,4,996,0,0,benign
udp,58.226316,3000,0,S0,0,D,10,3280,0,0,benign
tcp,300.176227,292,775,SF,0,ShADadfFr,8,632,6,1027,benign
tcp,0.070161,0,0,SF,0,ShAFf,4,216,2,112,benign
udp,0.010039,47,111,SF,0,Dd,1,75,1,139,benign
udp,0.014084,43,111,SF,0,Dd,1,71,1,139,benign
udp,0.017321,36,68,SF,0,Dd,1,64,1,96,benign
udp,0.013375,36,68,SF,0,Dd,1,64,1,96,benign
tcp,0.24073,157,371,SF,0,ShADafF,4,337,4,539,benign
