@relation 'CTU-Honeypot-Capture-4-1-labeled-weka.filters.unsupervised.attribute.Remove-R1-6,8,13-14,21,23'

@attribute proto {udp,tcp}
@attribute duration numeric
@attribute orig_bytes numeric
@attribute resp_bytes numeric
@attribute conn_state {SF,S0,RSTR,OTH}
@attribute missed_bytes numeric
@attribute history {Dd,D,ShAFf,ShADadtfF,ShADadfF,ShAFaf,ShADadFf,ShADafdtF,ShADacfgF,ShADacgdFf,ShADCaGdfF,ShADCaGdFf,ShADadfr,AaDd}
@attribute orig_pkts numeric
@attribute orig_ip_bytes numeric
@attribute resp_pkts numeric
@attribute resp_ip_bytes numeric
@attribute label {benign}

@data
udp,0.225626,46,209,SF,0,Dd,1,74,1,237,benign
udp,0.004498,46,472,SF,0,Dd,1,74,1,500,benign
udp,0.000499,46,141,SF,0,Dd,1,74,1,169,benign
udp,0.000501,46,173,SF,0,Dd,1,74,1,201,benign
udp,0.000749,46,141,SF,0,Dd,1,74,1,169,benign
udp,0.0005,46,173,SF,0,Dd,1,74,1,201,benign
udp,0.132915,41,124,SF,0,Dd,1,69,1,152,benign
tcp,0.106189,4038,791,SF,2920,ShADCaGdfF,6,1370,8,1115,benign
udp,0.00074,37,100,SF,0,Dd,1,65,1,128,benign
udp,0.000499,37,132,SF,0,Dd,1,65,1,160,benign
tcp,0.011494,0,0,SF,0,ShAFf,4,172,2,92,benign
udp,0.05221,34,297,SF,0,Dd,1,62,1,325,benign
udp,0.000993,300,300,SF,0,Dd,1,328,1,328,benign
tcp,0.011245,0,0,SF,0,ShAFf,5,212,3,144,benign
udp,0.055962,34,311,SF,0,Dd,1,62,1,339,benign
udp,0.016733,48,48,SF,0,Dd,1,76,1,76,benign
udp,0.109684,48,48,SF,0,Dd,1,76,1,76,benign
udp,0.114429,48,48,SF,0,Dd,1,76,1,76,benign
tcp,0.011493,0,0,SF,0,ShAFf,4,172,2,92,benign
udp,0.053468,34,311,SF,0,Dd,1,62,1,339,benign
tcp,0.011245,0,0,SF,0,ShAFf,4,172,2,92,benign
udp,0.048213,34,311,SF,0,Dd,1,62,1,339,benign
udp,0.269581,48,48,SF,0,Dd,1,76,1,76,benign
tcp,0.094196,1846,1539,SF,1539,ShADacfgF,7,2138,5,204,benign
tcp,0.121679,1846,791,SF,0,ShADadfF,6,2098,6,1035,benign
udp,0.199885,37,179,SF,0,Dd,1,65,1,207,benign
udp,0.003998,37,442,SF,0,Dd,1,65,1,470,benign
udp,0.000498,37,100,SF,0,Dd,1,65,1,128,benign
udp,0.00075,37,132,SF,0,Dd,1,65,1,160,benign
tcp,0.01149,0,0,SF,0,ShAFf,5,212,3,144,benign
udp,0.206879,34,297,SF,0,Dd,1,62,1,325,benign
tcp,0.011243,0,0,SF,0,ShAFf,4,172,2,92,benign
udp,0.058472,34,297,SF,0,Dd,1,62,1,325,benign
tcp,1.170584,860,182,SF,0,ShADadFf,7,1164,4,354,benign
tcp,0.155662,8823,182,SF,7363,ShADCaGdFf,6,1712,10,594,benign
tcp,0.165407,2553,182,SF,0,ShADadFf,8,3978,5,406,benign
udp,0.108433,41,116,SF,0,Dd,1,69,1,144,benign
udp,0.11019,41,124,SF,0,Dd,1,69,1,152,benign
udp,0.000498,41,41,SF,0,Dd,1,69,1,69,benign
udp,0.0005,41,57,SF,0,Dd,1,69,1,85,benign
udp,0.000499,41,41,SF,0,Dd,1,69,1,69,benign
udp,0.000499,41,57,SF,0,Dd,1,69,1,85,benign
udp,0.0005,41,41,SF,0,Dd,1,69,1,69,benign
udp,0.0005,41,57,SF,0,Dd,1,69,1,85,benign
tcp,125.21436,910,182,RSTR,0,ShADadfr,7,1202,6,434,benign
tcp,0.011492,0,0,SF,0,ShAFf,4,172,2,92,benign
udp,0.058485,34,311,SF,0,Dd,1,62,1,339,benign
udp,0.016969,48,48,SF,0,Dd,1,76,1,76,benign
udp,0.109427,48,48,SF,0,Dd,1,76,1,76,benign
udp,0.11668,48,48,SF,0,Dd,1,76,1,76,benign
tcp,0.011493,0,0,SF,0,ShAFf,4,172,2,92,benign
udp,0.066709,34,297,SF,0,Dd,1,62,1,325,benign
udp,0.270107,48,48,SF,0,Dd,1,76,1,76,benign
tcp,78840.32931,25624,22995,OTH,0,AaDd,3291,157263,2667,129675,benign
udp,70334.10574,2550936,0,S0,0,D,8124,2778408,0,0,benign
