unix_ts,V,I,f,DPF,APF,P,Pt,Q,Qt,S,St
1394063640,119.3,0.0,60.0,1.0,0.05,0,20338,0,2086,9,190410
1394063700,119.0,0.0,60.0,1.0,0.05,0,20338,0,2086,9,190411
1394063760,119.0,0.0,60.0,1.0,0.05,0,20338,0,2086,9,190411
1394063820,119.1,0.0,60.0,1.0,0.0,0,20338,0,2086,9,190411
1394063880,119.0,0.0,60.0,1.0,0.0,0,20338,0,2086,9,190411
1394063940,119.0,0.0,60.0,1.0,0.05,0,20338,0,2086,9,190411
1394064000,119.1,0.0,60.0,0.71,0.05,0,20338,0,2086,9,190411
1394064060,119.6,0.0,60.0,1.0,0.05,0,20338,0,2086,9,190412
1394064120,119.5,0.0,60.0,1.0,0.0,0,20338,0,2086,9,190412
1394064180,119.7,0.0,60.0,1.0,0.05,0,20338,0,2086,9,190412
1394064240,119.1,0.0,60.0,1.0,0.05,0,20338,0,2086,9,190412
1394064300,119.2,0.0,60.0,1.0,0.05,0,20338,0,2086,9,190412
1394064360,119.2,0.0,60.0,1.0,0.05,0,20338,0,2086,9,190412
1394064420,119.1,0.0,60.0,0.71,0.05,0,20338,0,2086,9,190413
1394064480,118.8,0.0,60.0,1.0,0.05,0,20338,0,2086,9,190413
1394064540,118.7,0.0,60.0,1.0,0.05,0,20338,0,2086,9,190413
1394064600,118.8,0.0,60.0,1.0,0.0,0,20338,0,2086,9,190413
1394064660,118.6,0.0,60.0,1.0,0.05,0,20338,0,2086,9,190413
1394064720,118.5,0.0,60.0,1.0,0.0,0,20338,0,2086,9,190414
1394064780,118.3,0.0,60.0,1.0,0.0,0,20338,0,2086,9,190414
1394064840,118.4,0.0,60.0,1.0,0.05,0,20338,0,2086,9,190414
1394064900,118.5,0.0,60.0,1.0,0.05,0,20338,0,2086,9,190414
1394064960,119.3,0.0,60.0,1.0,0.0,0,20338,0,2086,9,190414
1394065020,118.7,0.0,60.0,1.0,0.05,0,20338,0,2086,9,190414
1394065080,118.6,0.0,60.0,1.0,0.05,0,20338,0,2086,9,190415
1394065140,118.9,0.0,60.0,1.0,0.0,0,20338,0,2086,9,190415
1394065200,118.3,0.0,60.0,1.0,0.05,0,20338,0,2086,9,190415
1394065260,118.5,0.0,60.0,1.0,0.0,0,20338,0,2086,9,190415
1394065320,119.0,0.0,60.0,1.0,0.05,0,20338,0,2086,9,190415
1394065380,118.9,0.0,60.0,1.0,0.05,0,20338,0,2086,9,190415
1394065440,119.3,0.0,60.0,1.0,0.05,0,20338,0,2086,9,190416
1394065500,118.9,0.0,60.0,1.0,0.0,0,20338,0,2086,9,190416
1394065560,119.2,0.0,60.0,1.0,0.0,0,20338,0,2086,9,190416
1394065620,119.8,0.0,60.0,1.0,0.0,0,20338,0,2086,9,190416
1394065680,119.4,0.0,60.0,1.0,0.05,0,20338,0,2086,9,190416
1394065740,118.8,0.0,60.0,1.0,0.0,0,20338,0,2086,9,190417
1394065800,118.9,0.0,60.0,1.0,0.0,0,20338,0,2086,9,190417
1394065860,118.9,0.0,60.0,1.0,0.05,0,20338,0,2086,9,190417
1394065920,119.6,0.0,60.0,1.0,0.0,0,20338,0,2086,9,190417
1394065980,119.7,0.0,60.0,1.0,0.05,0,20338,0,2086,9,190417
1394066040,119.6,0.0,60.0,1.0,0.05,0,20338,0,2086,9,190417
1394066100,119.0,0.0,60.0,1.0,0.05,0,20338,0,2086,9,190418
1394066160,118.8,0.0,60.0,1.0,0.05,0,20338,0,2086,9,190418
1394066220,118.7,0.0,60.0,1.0,0.0,0,20338,0,2086,9,190418
1394066280,119.0,0.0,60.0,1.0,0.0,0,20338,0,2086,9,190418
1394066340,119.0,0.0,60.0,1.0,0.0,0,20338,0,2086,9,190418
1394066400,118.2,0.0,60.0,1.0,0.0,0,20338,0,2086,9,190418
1394066460,118.0,0.0,60.0,1.0,0.05,0,20338,0,2086,9,190419
1394066520,117.6,0.0,60.0,1.0,0.0,0,20338,0,2086,9,190419
1394066580,117.8,0.0,60.0,1.0,0.05,0,20338,0,2086,9,190419
1394066640,118.6,0.0,60.0,1.0,0.0,0,20338,0,2086,9,190419
1394066700,118.6,0.0,60.0,1.0,0.0,0,20338,0,2086,9,190419
1394066760,118.3,0.0,60.0,1.0,0.0,0,20338,0,2086,9,190420
1394066820,118.9,0.0,60.0,1.0,0.0,0,20338,0,2086,9,190420
1394066880,118.2,0.0,60.0,1.0,0.05,0,20338,0,2086,9,190420
1394066940,118.6,0.0,60.0,1.0,0.0,0,20338,0,2086,9,190420
1394067000,117.4,0.0,60.0,1.0,0.0,0,20338,0,2086,9,190420
1394067060,118.2,0.0,60.0,0.71,0.05,0,20338,0,2086,9,190420
1394067120,118.4,0.0,60.0,1.0,0.05,0,20338,0,2086,9,190421
1394067180,118.8,0.0,60.0,1.0,0.0,0,20338,0,2086,9,190421
1394067240,118.5,0.0,60.0,1.0,0.0,0,20338,0,2086,9,190421
1394067300,117.9,0.0,60.0,1.0,0.0,0,20338,0,2086,9,190421
1394067360,118.0,0.0,60.0,1.0,0.05,0,20338,0,2086,9,190421
1394067420,118.0,0.0,60.0,1.0,0.05,0,20338,0,2086,9,190421
1394067480,118.4,0.0,60.0,1.0,0.0,0,20338,0,2086,9,190422
1394067540,119.2,0.0,60.0,1.0,0.0,0,20338,0,2086,9,190422
1394067600,119.1,0.0,60.0,1.0,0.05,0,20338,0,2086,9,190422
1394067660,118.8,0.0,60.0,1.0,0.0,0,20338,0,2086,9,190422
1394067720,118.9,0.0,60.0,1.0,0.05,0,20338,0,2086,9,190422
1394067780,119.0,0.0,60.0,1.0,0.0,0,20338,0,2086,9,190423
1394067840,118.6,0.0,60.0,1.0,0.05,0,20338,0,2086,9,190423
1394067900,119.0,0.0,60.0,1.0,0.05,0,20338,0,2086,9,190423
1394067960,118.3,0.0,60.12,1.0,0.0,0,20338,0,2086,9,190423
1394068020,118.6,0.0,60.0,1.0,0.05,0,20338,0,2086,9,190423
1394068080,118.1,0.0,60.0,1.0,0.05,0,20338,0,2086,9,190423
1394068140,118.8,0.0,60.0,1.0,0.0,0,20338,0,2086,9,190424
1394068200,118.7,0.0,60.0,1.0,0.0,0,20338,0,2086,9,190424
1394068260,118.2,0.0,60.0,1.0,0.0,0,20338,0,2086,9,190424
1394068320,118.8,0.0,60.0,1.0,0.0,0,20338,0,2086,9,190424
1394068380,119.3,0.0,60.0,1.0,0.0,0,20338,0,2086,9,190424
1394068440,119.1,0.0,60.0,1.0,0.05,0,20338,0,2086,9,190424
1394068500,119.3,0.0,60.0,1.0,0.0,0,20338,0,2086,9,190425
1394068560,119.0,0.0,60.0,1.0,0.0,0,20338,0,2086,9,190425
1394068620,119.1,0.0,60.0,1.0,0.0,0,20338,0,2086,9,190425
1394068680,118.6,0.0,60.0,1.0,0.05,0,20338,0,2086,9,190425
1394068740,118.4,0.0,60.0,1.0,0.0,0,20338,0,2086,9,190425
1394068800,118.5,0.0,60.0,1.0,0.05,0,20338,0,2086,9,190426
1394068860,118.2,0.0,60.0,1.0,0.05,0,20338,0,2086,9,190426
1394068920,117.9,0.0,60.0,1.0,0.05,0,20338,0,2086,9,190426
1394068980,118.3,0.0,60.0,1.0,0.05,0,20338,0,2086,9,190426
1394069040,118.2,0.0,60.0,1.0,0.0,0,20338,0,2086,9,190426
1394069100,118.9,0.0,60.0,0.71,0.05,0,20338,0,2086,9,190426
1394069160,119.0,0.0,60.0,1.0,0.05,0,20338,0,2086,9,190427
1394069220,119.1,0.0,60.0,1.0,0.05,0,20338,0,2086,9,190427
1394069280,118.6,0.0,60.0,1.0,0.05,0,20338,0,2086,9,190427
1394069340,118.6,0.0,60.0,0.71,0.05,0,20338,0,2086,9,190427
1394069400,118.6,0.0,60.0,1.0,0.05,0,20338,0,2086,9,190427
1394069460,118.9,0.0,60.0,1.0,0.05,0,20338,0,2086,9,190427
1394069520,118.9,0.0,60.0,1.0,0.0,0,20338,0,2086,9,190428
1394069580,118.4,0.0,60.0,1.0,0.05,0,20338,0,2086,9,190428
1394069640,118.7,0.0,60.0,1.0,0.0,0,20338,0,2086,9,190428
1394069700,118.7,0.0,60.0,1.0,0.05,0,20338,0,2086,9,190428
1394069760,118.4,0.0,60.0,1.0,0.05,0,20338,0,2086,9,190428
1394069820,118.0,0.0,60.0,1.0,0.0,0,20338,0,2086,9,190429
1394069880,117.9,0.0,60.0,1.0,0.0,0,20338,0,2086,9,190429
1394069940,118.0,0.0,60.0,1.0,0.0,0,20338,0,2086,9,190429
1394070000,118.1,0.0,60.0,1.0,0.05,0,20338,0,2086,9,190429
1394070060,117.9,0.0,60.0,1.0,0.0,0,20338,0,2086,9,190429
1394070120,118.4,0.0,60.0,1.0,0.0,0,20338,0,2086,9,190429
1394070180,118.1,0.0,60.0,1.0,0.05,0,20338,0,2086,9,190430
1394070240,117.9,0.0,60.0,1.0,0.0,0,20338,0,2086,9,190430
1394070300,117.9,0.0,60.0,1.0,0.0,0,20338,0,2086,9,190430
1394070360,118.0,0.0,60.0,1.0,0.0,0,20338,0,2086,9,190430
1394070420,118.3,0.0,60.0,1.0,0.0,0,20338,0,2086,9,190430
1394070480,118.5,0.0,60.0,0.71,0.05,0,20338,0,2086,9,190430
1394070540,118.4,0.0,60.0,1.0,0.05,0,20338,0,2086,9,190431
1394070600,117.9,0.0,60.0,1.0,0.0,0,20338,0,2086,9,190431
1394070660,117.4,0.0,60.0,1.0,0.0,0,20338,0,2086,9,190431
1394070720,117.4,0.0,60.0,1.0,0.0,0,20338,0,2086,9,190431
1394070780,117.6,0.0,60.0,1.0,0.0,0,20338,0,2086,9,190431
1394070840,117.5,0.0,60.0,1.0,0.05,0,20338,0,2086,9,190431
1394070900,117.8,0.0,60.0,1.0,0.05,0,20338,0,2086,9,190432
1394070960,117.9,0.0,60.0,1.0,0.05,0,20338,0,2086,9,190432
1394071020,117.8,0.0,60.0,1.0,0.0,0,20338,0,2086,9,190432
1394071080,117.5,0.0,60.0,1.0,0.05,0,20338,0,2086,9,190432
1394071140,117.1,0.0,60.0,1.0,0.05,0,20338,0,2086,9,190432
1394071200,117.5,0.0,60.0,1.0,0.05,0,20338,0,2086,9,190433
1394071260,117.7,0.0,60.0,1.0,0.05,0,20338,0,2086,9,190433
1394071320,118.2,0.0,60.0,1.0,0.05,0,20338,0,2086,9,190433
1394071380,117.2,0.0,60.0,1.0,0.0,0,20338,0,2086,9,190433
1394071440,117.3,0.0,60.0,1.0,0.05,0,20338,0,2086,9,190433
1394071500,117.6,0.0,60.0,1.0,0.05,0,20338,0,2086,9,190433
1394071560,117.4,0.0,60.0,1.0,0.05,0,20338,0,2086,9,190434
1394071620,117.4,0.0,60.0,1.0,0.05,0,20338,0,2086,9,190434
1394071680,117.9,0.0,60.0,1.0,0.0,0,20338,0,2086,9,190434
1394071740,117.9,0.0,60.0,1.0,0.0,0,20338,0,2086,9,190434
1394071800,117.6,0.0,60.0,1.0,0.05,0,20338,0,2086,9,190434
1394071860,118.0,0.0,60.0,0.71,0.05,0,20338,0,2086,9,190434
1394071920,118.0,0.0,60.0,1.0,0.05,0,20338,0,2086,9,190435
1394071980,118.1,0.0,60.0,1.0,0.0,0,20338,0,2086,9,190435
1394072040,118.1,0.0,60.0,1.0,0.0,0,20338,0,2086,9,190435
1394072100,118.2,0.0,60.06,1.0,0.0,0,20338,0,2086,9,190435
1394072160,117.6,0.0,60.0,1.0,0.0,0,20338,0,2086,9,190435
1394072220,118.1,0.0,60.0,1.0,0.0,0,20338,0,2086,9,190436
1394072280,117.9,0.0,60.0,1.0,0.05,0,20338,0,2086,9,190436
1394072340,118.1,0.0,60.0,1.0,0.0,0,20338,0,2086,9,190436
1394072400,118.1,0.0,60.0,1.0,0.0,0,20338,0,2086,9,190436
1394072460,118.2,0.0,60.0,1.0,0.05,0,20338,0,2086,9,190436
1394072520,117.8,0.0,60.0,1.0,0.0,0,20338,0,2086,9,190436
1394072580,118.0,0.0,60.0,1.0,0.0,0,20338,0,2086,9,190437
1394072640,118.0,0.0,60.06,1.0,0.0,0,20338,0,2086,9,190437
1394072700,118.0,0.0,60.0,1.0,0.05,0,20338,0,2086,9,190437
1394072760,118.4,0.0,60.0,1.0,0.05,0,20338,0,2086,9,190437
1394072820,118.6,0.0,60.0,1.0,0.0,0,20338,0,2086,9,190437
1394072880,118.5,0.0,60.0,1.0,0.0,0,20338,0,2086,9,190437
1394072940,117.9,0.0,60.0,1.0,0.0,0,20338,0,2086,9,190438
1394073000,117.8,0.0,60.0,1.0,0.05,0,20338,0,2086,9,190438
1394073060,117.8,0.0,60.0,1.0,0.0,0,20338,0,2086,9,190438
1394073120,117.7,0.0,60.0,1.0,0.0,0,20338,0,2086,9,190438
1394073180,117.6,0.0,60.12,1.0,0.05,0,20338,0,2086,9,190438
1394073240,117.4,0.0,60.0,0.71,0.05,0,20338,0,2086,9,190439
1394073300,117.8,0.0,60.0,1.0,0.05,0,20338,0,2086,9,190439
1394073360,117.6,0.0,60.0,1.0,0.05,0,20338,0,2086,9,190439
1394073420,117.8,0.0,60.0,1.0,0.0,0,20338,0,2086,9,190439
1394073480,117.8,0.0,60.12,1.0,0.0,0,20338,0,2086,9,190439
1394073540,118.3,0.0,60.0,1.0,0.0,0,20338,0,2086,9,190439
1394073600,118.4,0.0,60.0,0.71,0.05,0,20338,0,2086,9,190440
1394073660,118.1,0.0,60.0,1.0,0.05,0,20338,0,2086,9,190440
1394073720,118.2,0.0,60.0,1.0,0.0,0,20338,0,2086,9,190440
1394073780,117.9,0.0,60.0,1.0,0.0,0,20338,0,2086,9,190440
1394073840,117.9,0.0,60.0,1.0,0.0,0,20338,0,2086,9,190440
1394073900,118.2,0.0,60.0,1.0,0.0,0,20338,0,2086,9,190440
1394073960,118.2,0.0,60.0,1.0,0.05,0,20338,0,2086,9,190441
1394074020,117.8,0.0,60.0,1.0,0.0,0,20338,0,2086,9,190441
1394074080,117.9,0.0,60.0,1.0,0.0,0,20338,0,2086,9,190441
1394074140,118.0,0.0,60.0,1.0,0.0,0,20338,0,2086,9,190441
1394074200,117.7,0.0,60.0,1.0,0.0,0,20338,0,2086,9,190441
1394074260,118.1,0.0,60.0,1.0,0.0,0,20338,0,2086,9,190442
1394074320,118.0,0.0,60.0,1.0,0.0,0,20338,0,2086,9,190442
1394074380,117.9,0.0,60.0,1.0,0.0,0,20338,0,2086,9,190442
1394074440,118.2,0.0,60.0,1.0,0.0,0,20338,0,2086,9,190442
1394074500,118.3,0.0,60.0,1.0,0.0,0,20338,0,2086,9,190442
1394074560,118.3,0.0,60.0,1.0,0.0,0,20338,0,2086,9,190442
1394074620,118.4,0.0,60.0,1.0,0.0,0,20338,0,2086,9,190443
1394074680,117.8,0.0,60.0,1.0,0.0,0,20338,0,2086,9,190443
1394074740,117.7,0.0,60.0,0.71,0.05,0,20338,0,2086,9,190443
1394074800,117.8,0.0,60.0,1.0,0.0,0,20338,0,2086,9,190443
1394074860,117.9,0.0,60.0,1.0,0.0,0,20338,0,2086,9,190443
1394074920,118.1,0.0,60.0,1.0,0.0,0,20338,0,2086,9,190443
1394074980,118.0,0.0,60.0,1.0,0.0,0,20338,0,2086,9,190444
1394075040,118.1,0.0,60.0,1.0,0.0,0,20338,0,2086,9,190444
1394075100,117.8,0.0,60.0,1.0,0.0,0,20338,0,2086,9,190444
1394075160,117.9,0.0,60.0,1.0,0.0,0,20338,0,2086,9,190444
1394075220,118.2,0.0,60.0,1.0,0.0,0,20338,0,2086,9,190444
1394075280,118.2,0.0,60.0,1.0,0.0,0,20338,0,2086,9,190445
1394075340,118.3,0.0,60.0,1.0,0.05,0,20338,0,2086,9,190445
1394075400,118.6,0.0,60.0,1.0,0.0,0,20338,0,2086,9,190445
1394075460,118.2,0.0,60.0,1.0,0.0,0,20338,0,2086,9,190445
1394075520,118.1,0.0,60.0,1.0,0.0,0,20338,0,2086,9,190445
1394075580,117.9,0.0,60.0,0.71,0.05,0,20338,0,2086,9,190445
1394075640,117.7,0.0,60.0,1.0,0.0,0,20338,0,2086,9,190446
1394075700,117.9,0.0,60.0,1.0,0.05,0,20338,0,2086,9,190446
1394075760,117.9,0.0,60.0,1.0,0.0,0,20338,0,2086,9,190446
1394075820,117.5,0.0,60.0,1.0,0.0,0,20338,0,2086,9,190446
1394075880,117.9,0.0,60.0,1.0,0.0,0,20338,0,2086,9,190446
1394075940,117.7,0.0,60.0,1.0,0.0,0,20338,0,2086,9,190446
1394076000,117.8,0.0,60.0,1.0,0.05,0,20338,0,2086,9,190447
1394076060,118.0,0.0,60.0,1.0,0.0,0,20338,0,2086,9,190447
1394076120,117.4,0.0,60.0,1.0,0.0,0,20338,0,2086,9,190447
1394076180,118.1,0.0,60.0,1.0,0.0,0,20338,0,2086,9,190447
1394076240,118.3,0.0,60.0,1.0,0.05,0,20338,0,2086,9,190447
1394076300,118.1,0.0,60.0,1.0,0.0,0,20338,0,2086,9,190448
1394076360,118.7,0.0,60.0,1.0,0.0,0,20338,0,2086,9,190448
1394076420,118.7,0.0,60.0,1.0,0.0,0,20338,0,2086,9,190448
1394076480,118.5,0.0,60.0,1.0,0.0,0,20338,0,2086,9,190448
1394076540,118.8,0.0,60.0,1.0,0.0,0,20338,0,2086,9,190448
1394076600,119.0,0.0,60.0,1.0,0.0,0,20338,0,2086,9,190448
1394076660,119.0,0.0,60.0,1.0,0.0,0,20338,0,2086,9,190449
1394076720,119.7,0.0,60.0,1.0,0.0,0,20338,0,2086,9,190449
1394076780,119.6,0.0,60.0,1.0,0.05,0,20338,0,2086,9,190449
1394076840,119.4,0.0,60.0,1.0,0.05,0,20338,0,2086,9,190449
1394076900,118.8,0.0,60.0,1.0,0.0,0,20338,0,2086,9,190449
1394076960,119.0,0.0,60.0,1.0,0.05,0,20338,0,2086,9,190449
1394077020,119.2,0.0,60.0,1.0,0.0,0,20338,0,2086,9,190450
1394077080,119.4,0.0,60.0,1.0,0.05,0,20338,0,2086,9,190450
1394077140,119.2,0.0,60.0,1.0,0.05,0,20338,0,2086,9,190450
1394077200,119.4,0.0,60.0,1.0,0.0,0,20338,0,2086,9,190450
1394077260,118.7,0.0,60.0,1.0,0.0,0,20338,0,2086,9,190450
1394077320,119.1,0.0,60.0,1.0,0.05,0,20338,0,2086,9,190450
1394077380,119.0,0.0,60.0,1.0,0.05,0,20338,0,2086,9,190451
1394077440,119.1,0.0,60.0,1.0,0.0,0,20338,0,2086,9,190451
1394077500,119.1,0.0,60.0,1.0,0.0,0,20338,0,2086,9,190451
1394077560,118.6,0.0,60.0,1.0,0.05,0,20338,0,2086,9,190451
1394077620,118.7,0.0,60.0,1.0,0.05,0,20338,0,2086,9,190451
1394077680,118.9,0.2,60.0,1.0,0.9,21,20338,0,2086,23,190452
1394077740,119.0,0.2,60.0,1.0,0.92,21,20339,0,2086,23,190452
1394077800,119.5,0.2,60.0,1.0,0.91,21,20339,0,2086,24,190453
1394077860,119.4,0.2,60.0,1.0,0.91,21,20339,0,2086,24,190453
1394077920,119.9,0.2,60.0,1.0,0.89,21,20340,0,2086,24,190453
1394077980,120.0,0.2,60.0,1.0,0.91,21,20340,0,2086,24,190454
1394078040,119.5,0.2,60.0,1.0,0.91,21,20340,0,2086,24,190454
1394078100,119.7,0.2,60.0,1.0,0.92,21,20341,0,2086,23,190455
1394078160,119.4,0.2,60.0,1.0,0.91,21,20341,0,2086,24,190455
1394078220,119.9,0.2,60.0,1.0,0.92,21,20341,0,2086,23,190455
1394078280,119.7,0.2,60.0,1.0,0.91,21,20342,0,2086,24,190456
1394078340,120.0,0.2,60.0,1.0,0.91,21,20342,0,2086,24,190456
1394078400,119.9,0.2,60.0,1.0,0.89,21,20343,0,2086,24,190457
1394078460,118.7,0.1,60.0,1.0,0.9,21,20343,0,2086,23,190457
1394078520,118.4,0.1,60.0,1.0,0.9,21,20343,0,2086,23,190457
1394078580,118.1,0.1,60.0,1.0,0.88,21,20344,0,2086,23,190458
1394078640,118.5,0.2,60.0,1.0,0.92,21,20344,0,2086,23,190458
1394078700,118.3,0.1,60.0,1.0,0.88,21,20344,0,2086,23,190459
1394078760,118.2,0.1,60.0,1.0,0.9,21,20345,0,2086,23,190459
1394078820,117.9,0.1,60.0,1.0,0.9,21,20345,0,2086,23,190460
1394078880,118.1,0.1,60.0,1.0,0.9,21,20345,0,2086,23,190460
1394078940,118.8,0.1,60.0,1.0,0.92,21,20346,0,2086,23,190460
1394079000,118.1,0.1,60.0,1.0,0.9,21,20346,0,2086,23,190461
1394079060,118.7,0.1,60.0,1.0,0.9,21,20346,0,2086,23,190461
1394079120,117.9,0.1,60.0,1.0,0.92,21,20347,0,2086,23,190462
1394079180,117.8,0.1,60.0,1.0,0.9,21,20347,0,2086,23,190462
1394079240,118.1,0.1,60.0,1.0,0.92,21,20347,0,2086,23,190462
1394079300,118.2,0.1,60.0,1.0,0.92,21,20348,0,2086,23,190463
1394079360,118.6,0.2,60.0,1.0,0.9,21,20348,0,2086,23,190463
1394079420,118.2,0.1,60.0,1.0,0.88,21,20349,0,2086,23,190464
1394079480,118.1,0.1,60.06,1.0,0.9,21,20349,0,2086,23,190464
1394079540,118.2,0.1,60.0,1.0,0.9,21,20349,0,2086,23,190464
1394079600,118.1,0.0,60.0,1.0,0.05,0,20350,0,2086,9,190465
1394079660,117.5,0.0,60.0,1.0,0.0,0,20350,0,2086,9,190465
1394079720,117.7,0.0,60.0,1.0,0.0,0,20350,0,2086,9,190465
1394079780,118.2,0.0,60.0,0.71,0.05,0,20350,0,2086,9,190465
1394079840,118.1,0.0,60.0,1.0,0.05,0,20350,0,2086,9,190466
1394079900,118.5,0.0,60.0,1.0,0.0,0,20350,0,2086,9,190466
1394079960,117.7,0.0,60.0,1.0,0.0,0,20350,0,2086,9,190466
1394080020,118.5,0.0,60.0,1.0,0.05,0,20350,0,2086,9,190466
1394080080,118.3,0.0,60.0,1.0,0.05,0,20350,0,2086,9,190466
1394080140,118.0,0.0,60.0,1.0,0.05,0,20350,0,2086,9,190466
1394080200,118.7,0.0,60.0,1.0,0.05,0,20350,0,2086,9,190467
1394080260,118.4,0.0,60.0,1.0,0.05,0,20350,0,2086,9,190467
1394080320,117.2,0.0,60.0,1.0,0.0,0,20350,0,2086,9,190467
1394080380,117.9,0.0,60.0,1.0,0.05,0,20350,0,2086,9,190467
1394080440,117.6,0.0,60.0,1.0,0.05,0,20350,0,2086,9,190467
1394080500,118.4,0.0,60.0,1.0,0.05,0,20350,0,2086,9,190467
1394080560,117.9,0.0,60.0,1.0,0.0,0,20350,0,2086,9,190468
1394080620,118.6,0.0,60.0,1.0,0.05,0,20350,0,2086,9,190468
1394080680,118.9,0.0,60.0,1.0,0.05,0,20350,0,2086,9,190468
1394080740,118.9,0.0,60.0,1.0,0.05,0,20350,0,2086,9,190468
1394080800,118.8,0.0,60.0,1.0,0.0,0,20350,0,2086,9,190468
1394080860,119.3,0.0,60.06,1.0,0.05,0,20350,0,2086,9,190469
1394080920,119.1,0.0,60.12,1.0,0.05,0,20350,0,2086,9,190469
1394080980,119.0,0.0,60.0,1.0,0.0,0,20350,0,2086,9,190469
1394081040,119.1,0.0,60.0,1.0,0.0,0,20350,0,2086,9,190469
1394081100,118.5,0.0,60.0,1.0,0.05,0,20350,0,2086,9,190469
1394081160,118.3,0.0,60.12,1.0,0.05,0,20350,0,2086,9,190469
1394081220,118.5,0.0,60.0,1.0,0.05,0,20350,0,2086,9,190470
1394081280,118.2,0.0,60.12,1.0,0.05,0,20350,0,2086,9,190470
1394081340,118.8,0.0,60.06,1.0,0.05,0,20350,0,2086,9,190470
1394081400,119.3,0.0,60.0,1.0,0.0,0,20350,0,2086,9,190470
1394081460,119.5,0.2,60.0,1.0,0.92,21,20350,0,2086,23,190470
1394081520,118.6,0.2,60.0,1.0,0.9,21,20350,0,2086,23,190471
1394081580,119.0,0.1,60.06,1.0,0.9,21,20350,0,2086,23,190471
1394081640,119.2,0.2,60.0,1.0,0.92,21,20351,0,2086,23,190472
1394081700,119.3,0.0,60.0,1.0,0.05,0,20351,0,2086,9,190472
1394081760,119.1,0.0,60.0,1.0,0.05,0,20351,0,2086,9,190472
1394081820,118.8,0.0,60.0,1.0,0.0,0,20351,0,2086,9,190472
1394081880,118.9,0.0,60.0,1.0,0.05,0,20351,0,2086,9,190472
1394081940,118.8,0.0,60.0,1.0,0.05,0,20351,0,2086,9,190472
1394082000,118.8,0.0,60.0,1.0,0.0,0,20351,0,2086,9,190473
1394082060,119.0,0.0,60.0,1.0,0.05,0,20351,0,2086,9,190473
1394082120,118.9,0.0,60.0,1.0,0.0,0,20351,0,2086,9,190473
1394082180,118.7,0.0,60.0,1.0,0.05,0,20351,0,2086,9,190473
1394082240,119.0,0.0,60.0,1.0,0.05,0,20351,0,2086,9,190473
1394082300,118.9,0.0,60.0,1.0,0.0,0,20351,0,2086,9,190473
1394082360,119.2,0.0,60.0,1.0,0.0,0,20351,0,2086,9,190474
1394082420,119.4,0.0,60.0,1.0,0.0,0,20351,0,2086,9,190474
1394082480,119.5,0.0,60.0,1.0,0.1,0,20351,0,2086,9,190474
1394082540,118.8,0.0,60.0,1.0,0.0,0,20351,0,2086,9,190474
1394082600,118.5,0.0,60.0,1.0,0.05,0,20351,0,2086,9,190474
1394082660,118.6,0.0,60.0,1.0,0.05,0,20351,0,2086,9,190475
1394082720,118.6,0.0,60.0,1.0,0.05,0,20351,0,2086,9,190475
1394082780,119.2,0.0,60.0,1.0,0.05,0,20351,0,2086,9,190475
1394082840,119.1,0.0,60.0,1.0,0.05,0,20351,0,2086,9,190475
1394082900,118.8,0.0,60.0,1.0,0.0,0,20351,0,2086,9,190475
1394082960,119.1,0.0,60.0,1.0,0.0,0,20351,0,2086,9,190475
1394083020,118.9,0.0,60.0,1.0,0.05,0,20351,0,2086,9,190476
1394083080,119.6,0.0,60.0,1.0,0.0,0,20351,0,2086,9,190476
1394083140,119.6,0.0,60.0,1.0,0.0,0,20351,0,2086,9,190476
1394083200,119.8,0.0,60.0,1.0,0.05,0,20351,0,2086,9,190476
1394083260,119.1,0.0,60.0,1.0,0.05,0,20351,0,2086,9,190476
1394083320,119.2,0.0,60.0,1.0,0.0,0,20351,0,2086,9,190476
1394083380,118.9,0.0,60.12,1.0,0.0,0,20351,0,2086,9,190477
1394083440,119.0,0.0,60.0,0.71,0.05,0,20351,0,2086,9,190477
1394083500,119.0,0.0,60.0,0.71,0.05,0,20351,0,2086,9,190477
1394083560,119.1,0.0,60.0,0.71,0.05,0,20351,0,2086,9,190477
1394083620,118.9,0.0,60.0,1.0,0.0,0,20351,0,2086,9,190477
1394083680,118.8,0.0,60.0,1.0,0.0,0,20351,0,2086,9,190478
1394083740,118.8,0.0,60.0,1.0,0.05,0,20351,0,2086,9,190478
1394083800,119.0,0.0,60.0,1.0,0.05,0,20351,0,2086,9,190478
1394083860,119.1,0.0,60.0,1.0,0.05,0,20351,0,2086,9,190478
1394083920,118.7,0.0,60.0,1.0,0.0,0,20351,0,2086,9,190478
1394083980,119.0,0.0,60.0,1.0,0.05,0,20351,0,2086,9,190478
1394084040,119.6,0.0,60.0,1.0,0.05,0,20351,0,2086,9,190479
1394084100,119.9,0.0,60.0,1.0,0.05,0,20351,0,2086,9,190479
1394084160,119.7,0.0,60.0,1.0,0.05,0,20351,0,2086,9,190479
1394084220,120.1,0.0,60.12,1.0,0.05,0,20351,0,2086,9,190479
1394084280,119.7,0.2,60.0,1.0,0.92,21,20351,0,2086,23,190479
1394084340,119.8,0.0,60.0,1.0,0.05,0,20351,0,2086,9,190480
1394084400,119.9,0.0,60.0,1.0,0.05,0,20351,0,2086,9,190480
1394084460,119.9,0.0,60.0,1.0,0.0,0,20351,0,2086,9,190480
1394084520,119.8,0.0,60.0,1.0,0.0,0,20351,0,2086,9,190480
