proto,state,dur,sbytes,dbytes,sttl,dttl,sloss,dloss,service,Sload,Dload,Spkts,Dpkts,swin,dwin,stcpb,dtcpb,smeansz,dmeansz,trans_depth,res_bdy_len,Sjit,Djit,Stime,Ltime,Sintpkt,Dintpkt,tcprtt,synack,ackdat,is_sm_ips_ports,ct_state_ttl,ct_flw_http_mthd,is_ftp_login,ct_ftp_cmd,ct_srv_src,ct_srv_dst,ct_dst_ltm,'ct_src_ ltm',ct_src_dport_ltm,ct_dst_sport_ltm,ct_dst_src_ltm,Label
tcp,FIN,0.036016,2958,32650,31,29,7,18,-,643491.8125,7107286,48,50,255,255,1718750000,3878846651,62,653,0,0,0,50.748015,1421944998,1421944998,0.759085,0.723837,0.000679,0.000544,0.000135,0,0,0,0,0,9,6,2,7,2,2,2,0
tcp,FIN,0.018414,1540,1644,31,29,4,4,-,627348.75,674704,16,18,255,255,1406137076,1411333714,96,91,0,0,73.357882,2.066352,1421953727,1421953727,1.206,1.055823,0.000578,0.000458,0.00012,0,0,0,0,0,8,12,8,9,5,1,5,0
tcp,FIN,1.009833,1580,10168,31,29,3,5,http,11479.12598,76083.86719,12,18,255,255,528580124,529628543,132,565,1,3924,9530.734529,7675.280707,1421943318,1421943319,91.77073,59.37141,0.000651,0.000513,0.000138,0,0,1,0,0,3,1,3,4,1,1,2,0
tcp,FIN,0.831542,934,268,254,252,2,1,http,8090.992188,2155.032471,10,6,255,255,2799372927,3920363685,93,45,1,0,4901.698074,263.67375,1421928781,1421928781,88.286556,155.986203,0.114844,0.051609,0.063235,0,1,1,0,0,1,1,2,2,1,1,1,1
tcp,FIN,0.005828,2158,1918,31,29,6,5,-,2840082.25,2502402.25,24,20,255,255,1722234140,3867882051,90,96,0,0,14.777571,18.283753,1421932629,1421932629,0.253391,0.270579,0.000696,0.000528,0.000168,0,0,0,0,0,8,8,3,2,1,1,1,0
tcp,FIN,0.009087,2230,12896,31,29,7,11,-,1906019.625,11038186,34,36,255,255,3431017164,1297803559,66,358,0,0,0,15.125032,1421931182,1421931182,0.265636,0.244314,0.000702,0.000533,0.000169,0,0,0,0,0,7,5,2,4,1,1,2,0
tcp,FIN,1.005849,1580,10168,31,29,3,5,-,11524.59277,76385.21875,12,18,255,255,1758261467,3908871530,132,565,2,192,9531.26448,7675.344832,1421945439,1421945440,91.409634,59.135296,0.000706,0.000546,0.00016,0,0,6,0,0,11,20,17,11,5,5,8,0
tcp,FIN,7.208775,31566,1440342,31,29,49,512,-,34969.60156,1597010.25,564,1124,255,255,904178538,908228329,56,1281,0,0,5286.538405,3743.033881,1421945090,1421945097,12.803633,6.418795,0.000586,0.000465,0.000121,0,0,0,0,0,15,32,33,15,15,8,15,0
tcp,FIN,0.223611,2934,3738,31,29,11,15,ftp,102964.5234,131263.6719,52,54,255,255,1147026370,1148088108,56,69,0,0,571.671554,24.458209,1421947356,1421947356,4.377941,4.208604,0.000687,0.00055,0.000137,0,0,0,1,1,1,2,3,4,1,1,3,0
udp,CON,0.00094,146,178,31,29,0,0,dns,621276.625,757446.8125,2,2,0,0,0,0,73,89,0,0,0,0,1421947625,1421947625,0.002,0.007,0,0,0,0,0,0,0,0,2,3,3,5,2,1,1,0
tcp,FIN,0.222706,424,8824,31,29,1,4,-,13326.98731,290571.4063,8,12,255,255,4148648608,101723850,53,735,0,0,2163.205411,1722.668486,1421944892,1421944892,31.72657,20.205091,0.001431,0.000447,0.000984,0,0,0,0,0,14,10,7,6,1,1,6,0
udp,CON,0.001247,146,178,31,29,0,0,dns,468324,570970.375,2,2,0,0,0,0,73,89,0,0,0,0,1421942777,1421942777,0.011,0.008,0,0,0,0,0,0,0,0,4,4,3,5,3,1,2,0
tcp,FIN,1.121297,1684,10168,31,29,3,5,http,11158.50684,68520.64844,14,18,255,255,1333341711,3482934079,120,565,0,0,9121.255161,7996.871486,1421930681,1421930682,86.223695,65.771588,0.003364,0.003169,0.000195,0,0,0,0,0,1,3,2,2,1,1,1,0
tcp,FIN,0.15788,37184,3380,31,29,18,8,smtp,1847935.25,167215.6094,52,42,255,255,3763117463,3764111271,715,80,0,0,324.93704,11.212968,1421943133,1421943134,3.088039,3.839244,0.000588,0.000464,0.000124,0,0,0,0,0,1,2,2,2,1,1,1,0
tcp,FIN,0.005154,4088,2456,31,29,7,7,-,5993015,3601086.5,18,18,255,255,327415929,330722504,227,136,0,0,13.835683,0.352563,1421955648,1421955648,0.284471,0.270588,0.0007,0.000548,0.000152,0,0,0,0,0,17,19,6,9,1,1,3,0
tcp,FIN,0.006382,3728,5474,31,29,7,7,-,4527734,6575995,32,24,255,255,1350110640,1350449435,117,228,0,0,12.971512,0.362511,1421932710,1421932710,0.205871,0.243957,0.000804,0.000638,0.000166,0,0,0,0,0,11,6,3,2,1,1,1,0
tcp,FIN,0.319007,3926,56126,31,29,7,27,-,96975.92188,1387430.375,66,70,255,255,1892574165,4130610216,59,802,0,0,262.749594,255.88194,1421945289,1421945289,4.902708,4.615406,0.000679,0.000537,0.000142,0,0,0,0,0,12,4,4,8,3,3,4,0
tcp,FIN,0.007856,2230,13358,31,29,7,11,-,2204684.25,13225051,34,36,255,255,1079443331,1079701316,66,371,0,0,0,12.222981,1421947886,1421947886,0.228485,0.208229,0.000718,0.000564,0.000154,0,0,0,0,0,7,3,2,3,1,1,1,0
udp,CON,0.001072,146,178,31,29,0,0,dns,544776.125,664179.125,2,2,0,0,0,0,73,89,0,0,0,0,1421947937,1421947937,0.008,0.008,0,0,0,0,0,0,0,0,1,1,4,2,1,1,1,0
tcp,FIN,1.904358,8928,320,31,29,4,1,ftp-data,34829.58594,1121.637817,14,6,255,255,1573530412,264543573,638,53,0,0,12455.39518,508.789344,1421927451,1421927453,146.489072,380.734812,0.000677,0.000552,0.000125,0,0,0,0,0,1,1,5,4,1,1,3,0
tcp,CON,0.003254,1190,1306,31,29,5,5,-,2743700,3011677.75,16,16,255,255,2242810437,2243125205,74,82,0,0,13.505064,12.076083,1421937222,1421937222,0.2108,0.175,0.000763,0.000623,0.00014,0,0,0,0,0,4,10,2,1,1,1,1,0
tcp,FIN,1.010842,1684,10168,31,29,3,5,http,12377.80078,76007.92188,14,18,255,255,488631531,2635056860,120,565,1,3924,8766.828509,7675.17968,1421929649,1421929650,77.730615,59.429588,0.00067,0.000534,0.000136,0,0,1,0,0,2,1,1,6,1,1,1,0
udp,CON,0.001117,130,162,31,29,0,0,dns,465532.6875,580125.3125,2,2,0,0,0,0,65,81,0,0,0,0,1421947077,1421947077,0.01,0.001,0,0,0,0,0,0,0,0,4,6,2,2,1,1,1,0
tcp,FIN,1.173591,18474,1087890,31,29,2,370,http,125570.1484,7405864.5,346,746,255,255,4215315498,4216327727,53,1458,1,524288,194.609645,115.697354,1421935954,1421935955,3.400783,1.574583,0.000651,0.000523,0.000128,0,0,1,0,0,1,2,3,3,1,1,1,0
udp,CON,0.004618,568,312,31,29,0,0,-,737981.875,405370.3125,4,4,0,0,0,0,142,78,0,0,1.74467,1.443441,1421943782,1421943782,1.240667,1.029667,0,0,0,0,0,0,0,0,4,8,6,4,1,1,3,0
tcp,FIN,0.062016,3926,55114,31,29,7,27,-,498839.0313,7005160,66,68,255,255,2288250093,138927325,59,811,0,0,58.367251,56.403796,1421931298,1421931298,0.948923,0.917806,0.000666,0.00052,0.000146,0,0,0,0,0,6,6,3,8,1,1,2,0
tcp,REQ,0.000003,90,0,254,0,1,0,-,119999992,0,2,0,255,0,0,0,45,0,0,0,0,0,1421933165,1421933165,0.003,0,0,0,0,0,6,0,0,0,9,7,4,5,1,1,4,0
tcp,FIN,0.015003,2750,27730,31,29,7,16,-,1433313.25,14465373,44,46,255,255,4251832096,4252155479,63,603,0,0,19.842501,19.229095,1421947408,1421947408,0.341535,0.319911,0.00074,0.000596,0.000144,0,0,0,0,0,10,5,2,3,1,1,1,0
tcp,FIN,0.033968,3406,40832,31,29,7,21,-,788035.75,9444889,56,56,255,255,570549156,2737780388,61,729,0,0,39.165424,36.864131,1421945938,1421945938,0.611836,0.607673,0.000682,0.000544,0.000138,0,0,0,0,0,5,5,3,4,1,1,1,0
tcp,FIN,0.022736,2958,32650,31,29,7,18,-,1019352.563,11258621,48,50,255,255,496299363,2661638353,62,653,0,0,26.760381,24.699101,1421945007,1421945007,0.477021,0.453878,0.000619,0.000491,0.000128,0,0,0,0,0,14,17,14,12,4,4,8,0
tcp,FIN,0.223539,424,8824,31,29,1,4,ftp-data,13277.3252,289488.6563,8,12,255,255,399642256,2653024183,53,735,0,0,2171.284108,1726.425817,1421946832,1421946833,31.887856,20.276182,0.000638,0.000497,0.000141,0,0,0,0,0,3,3,5,5,1,1,3,0
tcp,FIN,0.012968,2542,21294,31,29,7,14,-,1529302.875,12823566,40,42,255,255,2205517598,2211214447,64,507,0,0,0,20.499379,1421953682,1421953682,0.323513,0.31205,0.000629,0.000482,0.000147,0,0,0,0,0,17,4,6,5,1,1,2,0
tcp,FIN,0.014935,2766,27770,31,29,7,16,-,1448409.75,14552126,44,46,255,255,3678823707,3679093503,63,604,0,0,19.02312,18.094247,1421930155,1421930155,0.339837,0.319844,0.000664,0.000534,0.00013,0,0,0,0,0,6,10,3,8,1,1,2,0
tcp,FIN,0.008883,2230,15236,31,29,7,11,-,1949791.625,13340538,34,36,255,255,311032299,2460931424,66,423,0,0,15.158974,13.676802,1421953704,1421953704,0.259606,0.2352,0.000778,0.00064,0.000138,0,0,0,0,0,4,5,1,2,1,1,1,0
tcp,FIN,0.22983,3728,5474,31,29,7,7,-,125727.7109,182604.5313,32,24,255,255,1807659286,1807949879,117,228,0,0,504.647376,15.733907,1421932722,1421932722,7.413871,9.960869,0.000707,0.000575,0.000132,0,0,0,0,0,6,7,2,1,1,1,1,0
tcp,FIN,0.645715,37258,3172,31,29,18,8,smtp,452732.25,38270.75391,52,38,255,255,681938743,690772079,717,83,0,0,1100.701744,37.413004,1421950619,1421950620,12.654373,17.436783,0.000707,0.000549,0.000158,0,0,0,0,0,3,2,3,3,2,1,1,0
tcp,FIN,1.014812,1684,10168,31,29,3,5,http,12329.37695,75710.57813,14,18,255,255,4244418459,4241257948,120,565,1,3924,8765.944233,7708.057058,1421938123,1421938124,78.009538,59.664118,0.000639,0.000518,0.000121,0,0,1,0,0,2,2,4,2,2,1,1,0
udp,CON,0.001175,146,178,31,29,0,0,dns,497021.2813,605957.4375,2,2,0,0,0,0,73,89,0,0,0,0,1421928408,1421928408,0.01,0.009,0,0,0,0,0,0,0,0,2,5,3,2,1,1,1,0
udp,CON,0.004484,568,304,31,29,0,0,-,760035.6875,406779.6563,4,4,0,0,0,0,142,76,0,0,1.687865,1.401958,1421939299,1421939299,1.199,0.995333,0,0,0,0,0,0,0,0,9,12,4,2,1,1,2,0
tcp,FIN,1.477445,13870,548216,31,29,21,197,-,74793.98438,2961680.5,242,438,255,255,2808164281,663935532,57,1252,0,0,1788.227047,1327.646298,1421942223,1421942224,6.129153,3.379778,0.0006,0.000476,0.000124,0,0,0,0,0,10,13,3,3,2,1,2,0
udp,CON,0.001026,146,178,31,29,0,0,dns,569200.75,693957.125,2,2,0,0,0,0,73,89,0,0,0,0,1421935375,1421935375,0.006,0.005,0,0,0,0,0,0,0,0,2,3,5,9,2,1,2,0
udp,CON,0.001773,520,304,31,29,0,0,-,1759729.25,1028764.813,4,4,0,0,0,0,130,76,0,0,0.633804,0.317968,1421952695,1421952695,0.453667,0.230333,0,0,0,0,0,0,0,0,8,7,6,6,1,1,4,0
udp,CON,0.008324,146,178,31,29,0,0,dns,70158.57813,85535.79688,2,2,0,0,0,0,73,89,0,0,0,0,1421930023,1421930023,0.002,0.003,0,0,0,0,0,0,0,0,3,2,1,1,1,1,1,0
udp,CON,0.016433,568,320,31,29,0,0,-,207387.5625,116838.0625,4,4,0,0,0,0,142,80,0,0,7.232288,7.017328,1421946948,1421946948,5.117,4.97,0,0,0,0,0,0,0,0,8,4,4,5,1,1,2,0
udp,CON,0.001009,130,162,31,29,0,0,dns,515361.75,642220,2,2,0,0,0,0,65,81,0,0,0,0,1421937304,1421937304,0.011,0.004,0,0,0,0,0,0,0,0,5,8,4,5,1,1,1,0
tcp,FIN,0.454879,490,268,254,252,2,1,-,7755.90918,3939.509277,10,6,255,255,2101431050,1365586367,49,45,0,0,2995.315625,109.845984,1421927776,1421927776,50.396222,72.084797,0.253367,0.094445,0.158922,0,1,0,0,0,7,6,1,2,1,1,1,1
udp,CON,0.001127,146,178,31,29,0,0,dns,518189.9063,631765.75,2,2,0,0,0,0,73,89,0,0,0,0,1421936460,1421936460,0.011,0.011,0,0,0,0,0,0,0,0,2,1,2,3,1,1,1,0
trunk-2,INT,0.000012,200,0,254,0,0,0,-,66666664,0,2,0,0,0,0,0,100,0,0,0,0,0,1421930669,1421930669,0.012,0,0,0,0,0,2,0,0,0,21,16,2,3,2,2,2,1
udp,CON,0.001115,146,178,31,29,0,0,dns,523766.8125,638565,2,2,0,0,0,0,73,89,0,0,0,0,1421948710,1421948710,0.011,0.008,0,0,0,0,0,0,0,0,3,2,1,5,2,1,1,0
tcp,FIN,0.079723,2542,22432,31,29,7,14,-,248761.3281,2197408.5,40,42,255,255,42342920,2248673791,64,534,0,0,132.551505,129.170511,1421944688,1421944688,2.036102,1.931439,0.000695,0.00053,0.000165,0,0,0,0,0,11,6,2,2,1,1,1,0
tcp,FIN,0.061122,3992,2560,31,29,7,7,-,493570.25,318314.1875,18,20,255,255,987763335,3141212483,222,128,0,0,428.053001,12.140864,1421942592,1421942592,3.574882,3.186,0.000741,0.000581,0.00016,0,0,0,0,0,7,3,1,1,1,1,1,0
tcp,FIN,0.021301,3390,41792,31,29,7,22,-,1250645.5,15425379,56,58,255,255,3668914541,1519661455,61,721,0,0,20.228485,19.831228,1421954429,1421954429,0.387685,0.362702,0.000755,0.000616,0.000139,0,0,0,0,0,4,3,2,2,1,1,1,0
tcp,FIN,3.71401,3130,2272,29,31,11,8,-,6589.104492,4773.277344,44,40,255,255,36610901,35633195,71,57,0,0,174.79025,174.225063,1421950880,1421950883,86.372328,95.216562,0,0,0,0,0,0,0,0,1,2,1,1,1,1,1,0
udp,CON,0.001838,536,304,31,29,0,0,-,1749728,992383,4,4,0,0,0,0,134,76,0,0,0.658081,0.335648,1421934999,1421934999,0.472333,0.242333,0,0,0,0,0,0,0,0,3,7,3,3,1,1,3,0
udp,CON,0.105188,544,304,31,29,0,0,-,31030.15625,17340.38086,4,4,0,0,0,0,136,76,0,0,26.374141,37.27584,1421943797,1421943797,18.656334,26.363,0,0,0,0,0,0,0,0,4,7,3,2,1,1,2,0
tcp,FIN,1.011373,1684,10168,31,29,3,5,-,12371.30078,75968.01563,14,18,255,255,742141178,743200044,120,565,0,0,8774.893969,7682.964954,1421933153,1421933154,77.768305,59.459882,0.000721,0.000551,0.00017,0,0,0,0,0,18,13,4,1,1,1,1,0
tcp,FIN,0.014997,2750,27620,31,29,7,16,-,1433886.75,14413549,44,46,255,255,1136712328,1137010849,63,600,0,0,19.776633,19.038417,1421933061,1421933061,0.339953,0.3208,0.000685,0.000551,0.000134,0,0,0,0,0,11,11,5,7,1,1,3,0
tcp,FIN,0.027003,2438,20718,31,29,7,13,-,703329.25,5984816.5,38,40,255,255,254495087,2400773593,64,518,0,0,47.731989,45.642821,1421934763,1421934763,0.720487,0.677769,0.000702,0.000561,0.000141,0,0,0,0,0,2,6,8,3,1,1,1,0
udp,CON,0.001862,520,304,31,29,0,0,-,1675617.625,979591.875,4,4,0,0,0,0,130,76,0,0,0.661144,0.330693,1421941983,1421941983,0.472,0.239333,0,0,0,0,0,0,0,0,11,7,6,6,1,1,4,0
tcp,FIN,4.452702,24536,1094788,31,29,38,390,-,43982.28125,1964673.125,436,858,255,255,319913007,2473502514,56,1276,0,0,4229.343479,3012.914633,1421930475,1421930480,10.23537,5.195139,0.000588,0.000465,0.000123,0,0,0,0,0,9,9,3,4,2,1,2,0
udp,CON,0.001055,146,178,31,29,0,0,dns,553554.5,674881.5,2,2,0,0,0,0,73,89,0,0,0,0,1421938289,1421938289,0.011,0.011,0,0,0,0,0,0,0,0,4,2,5,3,2,1,1,0
udp,CON,0.004798,568,304,31,29,0,0,-,710295.9375,380158.375,4,4,0,0,0,0,142,76,0,0,1.827402,1.48021,1421944308,1421944308,1.299667,1.053667,0,0,0,0,0,0,0,0,4,9,4,3,1,1,3,0
tcp,FIN,0.466808,37430,3380,31,29,18,8,smtp,629140.875,56554.30078,52,42,255,255,3445561193,3450727188,720,80,0,0,733.143548,25.061797,1421940932,1421940932,9.146412,11.372976,0.000757,0.000512,0.000245,0,0,0,0,0,2,1,1,6,1,1,1,0
tcp,FIN,0.378446,320,1842,31,29,1,2,-,5644.133789,34076.19531,6,8,255,255,2395637471,2555219849,53,230,0,0,5338.904134,131.9005,1421932737,1421932738,75.6238,53.99943,0.000549,0.000449,0.0001,0,0,0,0,0,3,7,1,1,1,1,1,0
tcp,FIN,0.054036,1470,1728,31,29,5,4,-,207861.4375,237619.375,22,14,255,255,2794661636,649605093,67,123,0,0,340.494895,13.380889,1421927602,1421927602,2.573143,4.100615,0.000754,0.000599,0.000155,0,0,0,0,0,6,4,2,3,1,1,1,0
tcp,FIN,0.572017,1540,1644,31,29,4,4,-,20195.20313,21719.63281,16,18,255,255,3681975450,3735623401,96,91,0,0,2972.612308,69.33657,1421948531,1421948531,38.111734,33.580824,0.001312,0.001139,0.000173,0,0,0,0,0,23,12,6,16,10,1,5,0
udp,CON,0.001061,146,178,31,29,0,0,dns,550424.125,671065,2,2,0,0,0,0,73,89,0,0,0,0,1421935632,1421935632,0.01,0.002,0,0,0,0,0,0,0,0,2,3,4,1,1,1,1,0
tcp,FIN,9.592183,25056,1094788,31,29,38,390,-,20850.31055,912003.4375,446,858,255,255,2341687137,2352618585,56,1276,0,0,9237.91274,6663.141692,1421945006,1421945016,21.554612,11.192186,0.00058,0.000476,0.000104,0,0,0,0,0,18,18,14,15,7,7,7,0
tcp,FIN,0.006069,1920,4312,31,29,6,6,-,2416213.5,5448014.5,22,24,255,255,868977034,869322840,87,180,0,0,16.794713,13.718291,1421935197,1421935197,0.27181,0.235,0.00079,0.000653,0.000137,0,0,0,0,0,8,7,2,3,1,1,1,0
tcp,FIN,0.02286,3598,45608,31,29,7,24,-,1238495.25,15703587,60,62,255,255,3443702092,3453036745,60,736,0,0,21.151327,20.645198,1421942166,1421942166,0.381475,0.364852,0.000758,0.000599,0.000159,0,0,0,0,0,11,6,1,1,1,1,1,0
tcp,FIN,1.181821,3728,5578,31,29,7,7,ssh,24450.4043,36310.06641,32,26,255,255,3172240845,1027155810,117,215,0,0,2320.700369,66.891008,1421936375,1421936376,38.123259,47.245961,0.000656,0.000532,0.000124,0,0,0,0,0,1,1,2,1,1,1,1,0
tcp,FIN,0.024624,37310,3380,31,29,18,8,smtp,11888564,1072124.75,52,42,255,255,2742419491,593886287,718,80,0,0,26.902803,1.052633,1421934946,1421934946,0.475863,0.587122,0.000707,0.000545,0.000162,0,0,0,0,0,1,1,3,3,1,1,1,0
udp,INT,0.000004,114,0,254,0,0,0,dns,114000000,0,2,0,0,0,0,0,57,0,0,0,0,0,1421931911,1421931911,0.004,0,0,0,0,0,2,0,0,0,7,7,4,4,4,4,4,1
udp,CON,0.016405,528,304,31,29,0,0,-,193111.8594,111185.6172,4,4,0,0,0,0,132,76,0,0,0.638047,7.19599,1421939303,1421939303,0.456667,5.097333,0,0,0,0,0,0,0,0,11,9,6,5,1,1,2,0
tcp,FIN,0.060584,4030,58282,31,29,7,27,-,524362.875,7579427,68,66,255,255,102590580,124791608,59,883,0,0,60.349828,1.611071,1421940364,1421940364,0.899209,0.915246,0.001262,0.00109,0.000172,0,0,0,0,0,10,8,2,3,1,1,1,0
tcp,FIN,1.015413,1684,10168,31,29,3,5,http,12322.0791,75665.75781,14,18,255,255,3313892092,1169530242,120,565,1,3924,8762.384838,7675.465625,1421940019,1421940020,78.080387,59.703235,0.000621,0.000455,0.000166,0,0,1,0,0,3,2,2,2,1,1,1,0
tcp,FIN,0.008868,2230,14042,31,29,7,11,-,1953089.875,12315743,34,36,255,255,4262445774,4279533115,66,390,0,0,0,14.831287,1421928213,1421928213,0.258545,0.237457,0.000711,0.000554,0.000157,0,0,0,0,0,2,14,9,2,1,1,1,0
tcp,FIN,1.095106,1684,10168,31,29,3,5,http,11425.37793,70159.42188,14,18,255,255,672640182,673627871,120,565,1,3924,8809.554176,7712.203155,1421935998,1421936000,84.211077,64.386,0.000673,0.000539,0.000134,0,0,1,0,0,1,2,3,1,1,1,1,0
tcp,FIN,1.512228,3640,18980,31,29,11,15,-,18838.42969,98403.14844,46,50,255,255,3908788535,3909047198,79,380,0,0,4037.939914,3874.539674,1421946194,1421946195,33.596177,30.850121,0.000731,0.000567,0.000164,0,0,0,0,0,3,2,1,1,1,1,1,0
tcp,FIN,0.107874,14616,17134,31,29,22,32,ssh,1073326.25,1257986.125,102,100,255,255,2901058492,2901313081,143,171,0,0,142.00617,145.691064,1421950519,1421950519,1.068059,1.082939,0.00067,0.00053,0.00014,0,0,0,0,0,1,1,5,4,1,1,1,0
tcp,CON,0.106401,2886,26452,31,29,7,17,-,212328.8438,1943666,46,44,255,255,4274035768,4274357066,63,601,0,0,139.573687,140.377772,1421944430,1421944430,2.364467,2.45414,0.000777,0.000628,0.000149,0,0,0,0,0,7,10,3,1,1,1,1,0
tcp,FIN,0.385868,1540,1644,31,29,4,4,-,29937.69727,32197.53711,16,18,255,255,3313876130,3344758367,96,91,0,0,1501.045827,43.850973,1421954242,1421954243,25.703399,22.667412,0.000664,0.000521,0.000143,0,0,0,0,0,8,13,9,6,5,1,5,0
tcp,FIN,0.021306,37266,3276,31,29,18,8,smtp,13723833,1199662,52,40,255,255,815719334,816703115,717,82,0,0,23.417765,1.043191,1421945974,1421945974,0.410275,0.533718,0.000618,0.000487,0.000131,0,0,0,0,0,1,1,2,5,1,1,1,0
udp,CON,0.001609,528,304,31,29,0,0,-,1968924.75,1133623.375,4,4,0,0,0,0,132,76,0,0,0.572992,0.283552,1421939709,1421939709,0.409667,0.204,0,0,0,0,0,0,0,0,8,8,4,7,1,1,3,0
tcp,FIN,0.785851,7818,15328,31,29,30,32,-,78936.08594,154807.9688,122,126,255,255,2075775687,2076839287,64,122,0,0,433.161244,429.754365,1421944895,1421944896,6.49162,6.282136,0.000734,0.000577,0.000157,0,0,0,0,0,1,13,1,1,1,1,1,0
tcp,FIN,1.195271,1364,7056,31,29,1,2,-,7991.493164,43852.81641,8,14,255,255,3904516272,1809943469,171,504,0,0,344.833687,8910.283327,1421947994,1421947995,170.699141,91.859846,0,0,0,0,0,0,0,0,6,6,2,1,1,1,1,0
tcp,FIN,2.895732,19514,1087890,31,29,2,370,http,53764.64453,3001471.25,366,746,255,255,3589684246,3586537217,53,1458,1,524288,438.607226,272.017405,1421929425,1421929428,7.932649,3.8862,0.000639,0.000509,0.00013,0,0,1,0,0,1,1,1,5,1,1,1,0
tcp,FIN,0.078722,3302,37226,31,29,7,21,-,329361.5625,3715556,54,56,255,255,3872047132,3897042356,61,665,0,0,0,80.873187,1421945635,1421945635,1.479321,1.421382,0.000676,0.000542,0.000134,0,0,0,0,0,13,4,4,14,4,4,4,0
tcp,FIN,0.672498,32854,3380,31,29,16,8,smtp,382859.125,39256.62109,49,42,255,255,290626094,2457346006,670,80,0,0,1051.81871,32.816645,1421928442,1421928443,14.002396,16.388537,0.000701,0.000564,0.000137,0,0,0,0,0,1,1,1,1,1,1,1,0
icmp,URH,0,1780,0,64,0,0,0,-,199.862183,0,5,0,0,0,0,0,356,0,0,0,4437.008,0,1421929120,1421929177,14249.82,0,0,0,0,0,0,0,0,0,2,2,2,2,1,1,2,0
tcp,FIN,1.013739,37808,3380,31,29,19,8,smtp,292840.6563,26042.20703,54,42,255,255,66834049,74012407,700,80,0,0,1770.895164,58.835645,1421929802,1421929803,19.120509,24.709537,0.000803,0.000643,0.00016,0,0,0,0,0,1,1,5,2,1,1,2,0
tcp,FIN,0.226315,4550,69922,31,29,7,33,-,158787.5313,2440775,78,80,255,255,1306123542,3456074397,58,874,0,0,149.526592,147.216535,1421951537,1421951537,2.932104,2.857139,0.000725,0.000591,0.000134,0,0,0,0,0,5,8,1,5,1,1,1,0
tcp,FIN,0.032745,37262,3380,31,29,18,8,-,8928630,806229.9375,52,42,255,255,3474164799,3479341770,717,80,0,0,38.950223,1.647068,1421934060,1421934060,0.634627,0.785512,0.000668,0.000534,0.000134,0,0,0,0,0,7,7,2,3,1,1,1,0
udp,CON,0.001824,544,304,31,29,0,0,-,1789473.625,1000000,4,4,0,0,0,0,136,76,0,0,0.654781,0.315612,1421948191,1421948191,0.467,0.230667,0,0,0,0,0,0,0,0,5,7,4,3,1,1,3,0
udp,INT,0.000006,264,0,60,0,0,0,dns,176000000,0,2,0,0,0,0,0,132,0,0,0,0,0,1421931408,1421931408,0.006,0,0,0,0,0,0,0,0,0,8,8,3,3,3,2,3,0
tcp,FIN,5.7539,17506,725686,31,29,27,260,-,24261.80469,1007215.25,308,576,255,255,2421561254,282508295,57,1260,0,0,7059.730865,5165.815632,1421944978,1421944984,18.74127,10.005957,0.000588,0.000468,0.00012,0,0,0,0,0,11,24,24,11,7,7,11,0
tcp,FIN,0.040186,320,1826,31,29,1,2,ftp-data,53152.83984,318120.75,6,8,255,255,2278688501,137033603,53,228,0,0,554.739968,13.54996,1421927934,1421927934,7.9734,5.667286,0.00063,0.000511,0.000119,0,0,0,0,0,3,5,5,4,1,1,3,0
arp,INT,0,46,0,0,0,0,0,-,0,0,1,0,0,0,0,0,46,0,0,0,0,0,1421928795,1421928795,60000.688,0,0,0,0,1,2,0,0,0,2,2,2,2,2,2,2,0
udp,CON,0.00106,146,178,31,29,0,0,dns,550943.375,671698.0625,2,2,0,0,0,0,73,89,0,0,0,0,1421949807,1421949807,0.001,0.01,0,0,0,0,0,0,0,0,4,4,2,4,2,1,1,0
udp,CON,0.296381,568,320,31,29,0,0,-,11498.71289,6478.147949,4,4,0,0,0,0,142,80,0,0,110.312195,85.295227,1421935047,1421935048,78.005,60.318332,0,0,0,0,0,0,0,0,9,6,4,3,1,1,3,0
tcp,FIN,0.851625,2934,3742,31,29,11,15,ftp,27035.37305,34503.44922,52,54,255,255,2962421625,818104940,56,69,0,0,1416.440298,52.686164,1421940244,1421940244,16.691824,16.058,0.000695,0.000547,0.000148,0,0,0,1,1,1,1,3,8,1,1,3,0
udp,INT,0.000004,264,0,60,0,0,0,dns,264000000,0,2,0,0,0,0,0,132,0,0,0,0,0,1421933537,1421933537,0.004,0,0,0,0,0,0,0,0,0,6,6,3,3,3,3,3,0
tcp,FIN,0.012555,424,8824,31,29,1,4,-,236399.8281,5154281,8,12,255,255,286497319,295419333,53,735,0,0,130.399958,63.331517,1421945050,1421945050,1.746429,1.092364,0.000696,0.000535,0.000161,0,0,0,0,0,24,6,16,33,3,3,16,0
tcp,FIN,0.253598,424,8824,31,29,1,4,ftp-data,11703.5625,255175.5156,8,12,255,255,1437322344,143531286,53,735,0,0,2363.501974,1879.637505,1421946875,1421946875,36.181999,23.015091,0.000548,0.000429,0.000119,0,0,0,0,0,3,6,6,7,1,1,2,0
tcp,FIN,0.419869,3728,5474,31,29,7,7,ssh,68821.46094,99954.98438,32,24,255,255,3150841402,1005725174,117,228,0,0,913.53736,28.183771,1421928408,1421928408,13.544161,18.226783,0.000945,0.000523,0.000422,0,0,0,0,0,1,1,1,5,1,1,1,0
tcp,FIN,1.360811,16342,856714,31,29,2,266,http,95760.54688,5027943,305,589,255,255,2564437217,2569632559,54,1455,1,524288,318.154851,161.873359,1421937401,1421937402,4.475286,2.313345,0.000734,0.00056,0.000174,0,0,1,0,0,1,1,1,5,1,1,1,0
